seccion	id	veredicto	cita
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-707/22-GEN2-VALIDACION-R-ENVIPE-CSV.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-707/22-GEN2-VALIDACION-R-ENVIPE-CSV.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-723/27-GEN2-ENSAFI-MEDICION-DESCRIPTIVA-CON-DISENO.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-723/27-GEN2-ENSAFI-MEDICION-DESCRIPTIVA-CON-DISENO.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-723/30-GEN2-VALIDACION-INDEPENDIENTE-PARAMETROS-ACTIVOS.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-723/30-GEN2-VALIDACION-INDEPENDIENTE-PARAMETROS-ACTIVOS.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-723/31-GEN2-F5-DOCUMENTAL-EJECUCION-PARA-FIRMA.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-723/31-GEN2-F5-DOCUMENTAL-EJECUCION-PARA-FIRMA.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-12-GEN2-POST-739/39-GEN2-REACTIVOS-PENDIENTES-Y-BUSQUEDA-UTIL.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-12-GEN2-POST-739/39-GEN2-REACTIVOS-PENDIENTES-Y-BUSQUEDA-UTIL.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-12-GEN2-POST-741/00-LEEME-PARALELOS-41-43.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-12-GEN2-POST-741/00-LEEME-PARALELOS-41-43.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-12-GEN2-POST-741/41-GEN2-BANXICO-PRODUCTO-ATRASO-Y-COSTO.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-12-GEN2-POST-741/41-GEN2-BANXICO-PRODUCTO-ATRASO-Y-COSTO.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-12-GEN2-POST-741/43-GEN2-SHED-BNPL-DANO-Y-UNIVERSOS.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-12-GEN2-POST-741/43-GEN2-SHED-BNPL-DANO-Y-UNIVERSOS.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-707/21-GEN2-EXPEDIENTES-ACCESO-LISTOS.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-707/21-GEN2-EXPEDIENTES-ACCESO-LISTOS.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-707/ADENDA-18-CONSUMOS-Y-BENCHMARK.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-707/ADENDA-18-CONSUMOS-Y-BENCHMARK.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-723/28-GEN2-IMOR-CONTEXTO-TEMPORAL-POR-REGIMEN.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-723/28-GEN2-IMOR-CONTEXTO-TEMPORAL-POR-REGIMEN.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-723/29-GEN2-CONSULTA-OPERATIVA-CON-CONTRATO.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-723/29-GEN2-CONSULTA-OPERATIVA-CON-CONTRATO.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-07-ENCARGOS-GEN2-en-orden.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-07-ENCARGOS-GEN2-en-orden.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-10-GEN2-POST-685/00-LEEME-LANZAMIENTO-POST-685.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-10-GEN2-POST-685/00-LEEME-LANZAMIENTO-POST-685.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-10-GEN2-POST-685/07-GEN2-SONDA-CRON-PRODUCCION.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-10-GEN2-POST-685/07-GEN2-SONDA-CRON-PRODUCCION.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-693/00-LEEME-LANZAMIENTO-POST693.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-693/00-LEEME-LANZAMIENTO-POST693.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-694/00-DECISIONES-Y-PARALELOS-POST694.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-694/00-DECISIONES-Y-PARALELOS-POST694.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-701/00-LEEME-LANZAMIENTO-POST701.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-701/00-LEEME-LANZAMIENTO-POST701.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-701/REVISION-CANDADOS-GEN1-GEN2-2026-09-11.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-701/REVISION-CANDADOS-GEN1-GEN2-2026-09-11.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-707/00-LEEME-PARALELOS-POST707.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-707/00-LEEME-PARALELOS-POST707.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-11-GEN2-POST-723/00-LEEME-LANZAMIENTO-POST723.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-11-GEN2-POST-723/00-LEEME-LANZAMIENTO-POST723.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-12-GEN2-POST-726/00-LEEME-PARALELOS-POST726.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-12-GEN2-POST-726/00-LEEME-PARALELOS-POST726.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
4.1-encargos-sin-consumir	forense/encargos/cola/2026-09-12-GEN2-POST-739/00-LEEME-LANZAMIENTO-POST739.md	VIGENTE	grep -c '^## CONSUMIDO' forense/encargos/cola/2026-09-12-GEN2-POST-739/00-LEEME-LANZAMIENTO-POST739.md = 0; sin acto NC/FP posterior cuyo campo acto/encargo lo cite como ejecutado (busqueda por objeto sobre no-corrido.tsv y firmas-pendientes.tsv)
