calc_id	corrida_id	resultado_replay	contexto_replay	razones	spec_yaml_sha256	script_blob_sha256	input_sha256_efectivos	codigo_commit	fecha_verificacion	entorno	procedencia	alcance	nota
CALC-INE-PISOS-2024-0001	CALC-INE-PISOS-2024-0001--5df43151a67b	REPRODUCE	IDENTICO	verify dirigido exit=0; sello, spec, código e inputs COINCIDE; todos los RESULT reproducen	2309c3a3a1196b07f6a41c7d54a455a855dd61134ce5f39f6f81c65f07f9e4c0	aa83ad13c409e08338f2a44778a73983be737e40fd31f5bba3a1cd4dcfbd7744	ine_conteos_censales_participacion_2024=c0de34d04e782ad99579b83591a6e3e6c8d1e20f4914d4845743bd79d2bd28b2	5df43151a67b44624cd7c6f483cbe7953d607cf4	2026-09-23T16:50:59+00:00	CAJA WSL2 con corpus montado; LAPOP desde respaldo SHA coincidente	VERIFY-DIRIGIDO · ASTRA5-U3-POLITICA	CALC sellado; no adopta; resultados retrospectivos	forense/analisis/dominios/politica/RESULTADOS-ASTRA5-U3.md
CALC-ENCUP-PISOS-2012-0003	CALC-ENCUP-PISOS-2012-0003--0a72e3d9b594	REPRODUCE	IDENTICO	verify dirigido exit=0; sello, spec, código e inputs COINCIDE; todos los RESULT reproducen	6c75efafa4ffe781aab012435808a118cb04b502f031e8d0f6e27bb3ab48ebd9	3c77089414088de1a4fb39baafd585128b861271f05a06377290297e0cb65e4e	encup_2012_base_datos_xlsx=50341d97a3e305e6ed3348757632e5b23ab2e87b2052304961905619d85612e4	0a72e3d9b594a85199a94036458765a40dd034d1	2026-09-23T16:50:59+00:00	CAJA WSL2 con corpus montado; LAPOP desde respaldo SHA coincidente	VERIFY-DIRIGIDO · ASTRA5-U3-POLITICA	CALC sellado; no adopta; resultados retrospectivos	forense/analisis/dominios/politica/RESULTADOS-ASTRA5-U3.md
CALC-LAPOP-PISOS-2019-0001	CALC-LAPOP-PISOS-2019-0001--ccad1984f426	REPRODUCE	IDENTICO	verify dirigido exit=0; sello, spec, código e inputs COINCIDE; todos los RESULT reproducen	56780468e8e47bf15b3c75e5be43eea35759fdf7b45c4d4881a98ebefde0e48e	976a186634c0f16fd18e4eb91b8a58f5db7fe4b5185f8cf6b22bc9a77457c10c	mexico_lapop_americasbarometer_2019_v1_0_w=c88f79ebb8e73c473cd78d894eb093261f172e736a35bd7bc677b4e8b1454a57	ccad1984f426550f70d872a5f316bfeb25eb0b59	2026-09-23T16:50:59+00:00	CAJA WSL2 con corpus montado; LAPOP desde respaldo SHA coincidente	VERIFY-DIRIGIDO · ASTRA5-U3-POLITICA	CALC sellado; no adopta; resultados retrospectivos	forense/analisis/dominios/politica/RESULTADOS-ASTRA5-U3.md
CALC-ENDUTIH-PISOS-2023-0001	CALC-ENDUTIH-PISOS-2023-0001--8a127ce76dd2	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 4/4 inputs COINCIDE; sello COINCIDE	8381f681727db4a01d230dd6af5959a5853a722641a921bc32bc406057fe63a2	1fd00fb25e3527f4f02e3076d74b43b8f6d8811a6f33f374860411463801b9af	ENDUTIH-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,ENDUTIH-PISOS-MEDIDOR=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,endutih_2023_endutih2023_bd_dbf=29d195082796c2692bfeb688348de3ed792848781ff7575f91b7da68119f9696,endutih_2023_fd_endutih2023=0f78146a6d61b0b5cd4d84056aa77e0f1bf1b25a9a126e8813215eada4da62c2	8a127ce76dd2f295523247acfd31cd56d34f1f38	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; verify dirigido	ENDUTIH 2023-2025, descriptivo retrospectivo; sin adopcion	forense/analisis/dominios/tecnologia/ENDUTIH-PISOS-cierre.md
CALC-ENDUTIH-PISOS-2024-0001	CALC-ENDUTIH-PISOS-2024-0001--d20373783481	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 4/4 inputs COINCIDE; sello COINCIDE	d66cc8a34bc99f8c99a451e7cf3a08ed2b38eb4ef30c851436a003c8d1bd0bdd	1fd00fb25e3527f4f02e3076d74b43b8f6d8811a6f33f374860411463801b9af	ENDUTIH-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,ENDUTIH-PISOS-MEDIDOR=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,endutih2024_bd_dbf_zip=ef723ed125c81c4a9036b74fab67f520de007a2d52c5e0b03d4ebec509e1ae87,endutih2024_fd_xlsx=ecdf95924b0b31e2593fdfabe69cf88ecbc5c90a40b3fa3caa9f8427147a96de	d203737834814da2bf6afee325479caa6f329274	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; verify dirigido	ENDUTIH 2023-2025, descriptivo retrospectivo; sin adopcion	forense/analisis/dominios/tecnologia/ENDUTIH-PISOS-cierre.md
CALC-ENDUTIH-PISOS-2025-0001	CALC-ENDUTIH-PISOS-2025-0001--744d946b6281	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 4/4 inputs COINCIDE; sello COINCIDE	006684cc5ffa51e169bb1e538b9db6774bd6b11702a62ee4d13d677c1cea7c13	1fd00fb25e3527f4f02e3076d74b43b8f6d8811a6f33f374860411463801b9af	ENDUTIH-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,ENDUTIH-PISOS-MEDIDOR=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,endutih_2025_endutih2025_bd_dbf=a927528779c56b4565aae8b83bfaf119f50178bb4c7e7df4eaceee992f86ee1c,endutih_2025_fd_endutih2025=d02caecea044fa5f5089760586e4f1fa6d91341a0462fe19fdc70caefab1a9ce	744d946b6281296fca609569d367876e08071d67	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; verify dirigido	ENDUTIH 2023-2025, descriptivo retrospectivo; sin adopcion	forense/analisis/dominios/tecnologia/ENDUTIH-PISOS-cierre.md
CALC-MOCIBA-PISOS-2015-0001	CALC-MOCIBA-PISOS-2015-0001--7a4c08b1263f	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 5/5 inputs COINCIDE; sello COINCIDE	f12a1f7d5ebd22c439d9eeb6af01c9cf2e24e6a419d9173b0f5029720d76cb82	e38c03273459f2487f06bea3ab4b51c026bebe7cb4df5a776b4e5da51f287ad2	ENDUTIH-PISOS-FUNCIONES=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,MOCIBA-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,MOCIBA-PISOS-MEDIDOR=223ba89222d49cb4cb3079fc839f80e58ea7ff1d3ce95f276b67810ddfc52a36,mociba_2015_mociba2015_bd_dbf=2e55f731d7e164337e6be15651b7e8e3848084502c5d3169e69a2fe4211e7faa,mociba_2015_mociba2015_fd=d22b978b21b40464727e4218fcb42b2a7d255f7e418451e9144883962e6743d2	7a4c08b1263fb45895f997fc1bbf6f7b52b659eb	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; verify dirigido	MOCIBA 2015-2017, descriptivo retrospectivo; 2015 no estimable por diseno; sin adopcion	forense/analisis/dominios/tecnologia/MOCIBA-PISOS-cierre.md
CALC-MOCIBA-PISOS-2016-0001	CALC-MOCIBA-PISOS-2016-0001--dba60a837777	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 5/5 inputs COINCIDE; sello COINCIDE	ee3e52b195328b837aa36bea495a99595c4b248ed11126a9da94e63522b89abc	e38c03273459f2487f06bea3ab4b51c026bebe7cb4df5a776b4e5da51f287ad2	ENDUTIH-PISOS-FUNCIONES=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,MOCIBA-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,MOCIBA-PISOS-MEDIDOR=223ba89222d49cb4cb3079fc839f80e58ea7ff1d3ce95f276b67810ddfc52a36,mociba_2016_mociba2016_bd_dbf=29941a375e0f23c1bec26c6e82c6e8cac4a4421055cc7dfee6d23874ede2dfa8,mociba_2016_mociba2016_fd=bf54150e6b7ed408390c2f2d392177a071bde236e5efeea2a17e72c95c33f5c0	dba60a83777751a6e8bebc2c28ed6710b113d0ea	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; verify dirigido	MOCIBA 2015-2017, descriptivo retrospectivo; 2015 no estimable por diseno; sin adopcion	forense/analisis/dominios/tecnologia/MOCIBA-PISOS-cierre.md
CALC-MOCIBA-PISOS-2017-0001	CALC-MOCIBA-PISOS-2017-0001--8186508ab037	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 5/5 inputs COINCIDE; sello COINCIDE	a409579c61b091b03eea01d987ed0809f3f269053bb383fec171fdda55fce30a	e38c03273459f2487f06bea3ab4b51c026bebe7cb4df5a776b4e5da51f287ad2	ENDUTIH-PISOS-FUNCIONES=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,MOCIBA-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,MOCIBA-PISOS-MEDIDOR=223ba89222d49cb4cb3079fc839f80e58ea7ff1d3ce95f276b67810ddfc52a36,mociba_2017_mociba2017_bd_dbf=1ffde5f48966f51d665ee40e79be0d81ce6a4b87aed9247ef9f41445be8548ec,mociba_2017_mociba2017_fd=636f2df5f630bb0b894c20d7082628a91c626826528aead3c12880eff9179537	8186508ab0371772146db46900884d6f6a31d0f3	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; verify dirigido	MOCIBA 2015-2017, descriptivo retrospectivo; 2015 no estimable por diseno; sin adopcion	forense/analisis/dominios/tecnologia/MOCIBA-PISOS-cierre.md
CALC-ENDUTIH-EMPLEO-15MAS-2023-0001	CALC-ENDUTIH-EMPLEO-15MAS-2023-0001--0835394862f6	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 5/5 inputs COINCIDE; sello COINCIDE	041f19df37511ffd87f5b5b1a68c1e254d70cbf621a334d8e85a71f946a0c2cd	f404be5d3eebadb5830152dc66f5143ce8fc9b86ad5f28667ad4a188468a7669	ENDUTIH-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,ENDUTIH-EMPLEO-15MAS-MEDIDOR=3bcb3e3a2c6d184b5308e83bc3f459729ddd7120681827f12f239694c1edc968,ENDUTIH-PISOS-FUNCIONES=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,endutih_2023_endutih2023_bd_dbf=29d195082796c2692bfeb688348de3ed792848781ff7575f91b7da68119f9696,endutih_2023_fd_endutih2023=0f78146a6d61b0b5cd4d84056aa77e0f1bf1b25a9a126e8813215eada4da62c2	0835394862f6b850cbac84ad9d37bda3fbf5cf80	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; sucesor empleo 15+; verify dirigido	ENDUTIH 2023-2025, actividad_empleo 15+; primer RESULT conservado; sin adopcion	forense/analisis/dominios/tecnologia/ENDUTIH-EMPLEO-15MAS-cierre.md
CALC-ENDUTIH-EMPLEO-15MAS-2024-0001	CALC-ENDUTIH-EMPLEO-15MAS-2024-0001--70975942a490	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 6/6 inputs COINCIDE; sello COINCIDE	d84f78817b0c05b72cca6be95895ea6b8b7433f52212d9a8449657e589f1e922	f404be5d3eebadb5830152dc66f5143ce8fc9b86ad5f28667ad4a188468a7669	ENDUTIH-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,ENDUTIH-EMPLEO-15MAS-MEDIDOR=3bcb3e3a2c6d184b5308e83bc3f459729ddd7120681827f12f239694c1edc968,ENDUTIH-PISOS-FUNCIONES=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,endutih2024_bd_dbf_zip=ef723ed125c81c4a9036b74fab67f520de007a2d52c5e0b03d4ebec509e1ae87,endutih2024_cuestionario_pdf=95514c5fe0a000bfaf29062a9cf9225ec64674dbb83df6a44a3dceda13187800,endutih2024_fd_xlsx=ecdf95924b0b31e2593fdfabe69cf88ecbc5c90a40b3fa3caa9f8427147a96de	70975942a490738ed0860352f3a0fce249e1e86d	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; sucesor empleo 15+; verify dirigido	ENDUTIH 2023-2025, actividad_empleo 15+; primer RESULT conservado; sin adopcion	forense/analisis/dominios/tecnologia/ENDUTIH-EMPLEO-15MAS-cierre.md
CALC-ENDUTIH-EMPLEO-15MAS-2025-0001	CALC-ENDUTIH-EMPLEO-15MAS-2025-0001--c0fdbed4e848	REPRODUCE	IDENTICO	verify dirigido: 1/1 RESULT texto exacto; 5/5 inputs COINCIDE; sello COINCIDE	147eca03bd1bef87873dc39b5b8d55fba105ff7f5cd15de0fb4e3fbe8969fab3	f404be5d3eebadb5830152dc66f5143ce8fc9b86ad5f28667ad4a188468a7669	ENDUTIH-DBFMINI=a14952e7f754b6921c78312cf1f5c2156b73d4b82f12fa6f9dad72740160335b,ENDUTIH-EMPLEO-15MAS-MEDIDOR=3bcb3e3a2c6d184b5308e83bc3f459729ddd7120681827f12f239694c1edc968,ENDUTIH-PISOS-FUNCIONES=0b25cd1036508eb636ba18a9bfbe6de5eb3f797dc1c2be4c083c7a596c02e622,endutih_2025_endutih2025_bd_dbf=a927528779c56b4565aae8b83bfaf119f50178bb4c7e7df4eaceee992f86ee1c,endutih_2025_fd_endutih2025=d02caecea044fa5f5089760586e4f1fa6d91341a0462fe19fdc70caefab1a9ce	c0fdbed4e84867ae13e9fcde781a65fb2d3b013b	2026-09-23	CAJA Ubuntu/WSL2; corpus montado	ASTRA5-U4-TECNOLOGIA; sucesor empleo 15+; verify dirigido	ENDUTIH 2023-2025, actividad_empleo 15+; primer RESULT conservado; sin adopcion	forense/analisis/dominios/tecnologia/ENDUTIH-EMPLEO-15MAS-cierre.md
CALC-ENOE-PISOS-0003	CALC-ENOE-PISOS-0003--a436e3f08d98	REPRODUCE	IDENTICO	verify dirigido REPRODUCE; CONTEXTO=IDENTICO; 5/5 RESULT; 48/48 inputs COINCIDE	0ca8e82381f3d1f8c33d42f52499101ad0e99d5d94df77df6e9561d48599dc19	2010dcc39a56701c8df1ec0fa4035ccfed047fa8dede541b0012e2d2a39dd8f4	IN-ENOE-MATRIZ=735615561ecdc27b6ad511c399b6176a80cfa35f66f26e9a8215279bfce16463,IN-ENOE-MEDIDOR=ccbce2b7a3422f4b5e71188dcf98ce560fb736f1e0e049b136fe10bdc2cfe063,IN-ENOE-OLAS=bead9676b166040dba4bc6ec29047d173ad710d92d77dfea1f807874a3f1b35b,IN-ENOE-U0=fb7a0385b70278cff5c84ecaf3abb6b44fdc4a0e21ae1fdb832f4f03e81a79ac,enoe_2005_1t_csv_microdatos=a9c7823dc60a8ce85478ab115409eeeacd35e6e4aaf604f3c4cbd8c802171a33,enoe_2008_1t_csv_microdatos=a8a8c1917a5e083bdad9f6ddba29e7d9efd0b21cc8137aad7ed36dd63100ad94,enoe_2012_1t_csv_microdatos=fea732fdf1c14349098a16a1d9c635a7621992c21b8688b3f26c7d2f2f0533b5,enoe_2014_1t_csv_microdatos=fbb779cab476cf97ccd7483cdf02b87c19b1315a3147ea1797db06ab356fcbd2,enoe_2016_1t_csv_microdatos=8e29abc983fadf367ef347b40806987d51ad412051b3684ac45fd91f4cadde5d,enoe_2016_2t_csv_microdatos=4aa9a8e2083378fa60aa965a2236bc81ca1a011c1a80cfb5907c462dc3f5a56f,enoe_2016_3t_csv_microdatos=9103423fdceceed4922d6fcd53dee9357c1fb9815854bd58314a726816d2cc28,enoe_2016_4t_csv_microdatos=f5846e8416dbbdb0a907b3f2321e9607083a269878657225fd3c82c708465500,enoe_2017_1t_csv_microdatos=945d848a236630474d1798cf39f5098a8e1f63162550d6728b354cd05b5a73a8,enoe_2017_2t_csv_microdatos=bd58ed29a986e3f8b3642e6e6aa8ea7dbf7277116888cd60f799b562fd545066,enoe_2017_3t_csv_microdatos=1c3c9ad09ab726b6b4546fdb86d68759749758b31d74a97718d4d665e0bb5973,enoe_2017_4t_csv_microdatos=af96a2420779c1cdf82b49bb7ddd5b489771bb791938db9b799da6f8b43d3be4,enoe_2018_1t_csv_microdatos=e078fbd23a6c62a91eb26070818d7c2f5ac2b3ed4f4af698be20a8e522a13d33,enoe_2018_2t_csv_microdatos=2ca4002f7209b029a470caa3174353a2766ca9fc1f4e1ea3c87a063d1218c00f,enoe_2018_3t_csv_microdatos=7273d867ef6b9c5cad0264451b195f41606c6e1a9c84d1662de9139f563487c7,enoe_2018_4t_csv_microdatos=9259fcb81747ebfad7fbbd75b9dc9a65825142bc10366c447f645489b3383774,enoe_2019_1t_microdatos=9337691044a70d935f3b7e6858730640a726ac5e37145d2dafe34cb9f77e7e89,enoe_2019_2t_microdatos=721bf45739241179cca3685c42e65a0270cbe02019602571ee79cc1a157a8d36,enoe_2019_3t_microdatos=6809243e8fa1bc4fe836ab2337b51b387f2bc4b9e28907b70ddcaf9fd67b584b,enoe_2019_4t_microdatos=d91658be67f515a26f501fc130731e866b7c77c992ed91471217074f4f18ad58,enoe_2020_1t_microdatos=8f24f571dee610e9ab147c7f2a01ac2770fef016cd13d8428160550b833b176b,enoe_2023_1t_microdatos=ae627ebd3b749f15b5faf27fdc59dadb69a696a5f359d1faa7aae5eae856041c,enoe_2023_2t_microdatos=e2035d3a3e3d0789ee10fac875c792c5833fc90f7e1ccb9345e0690dd8c40eb5,enoe_2023_3t_microdatos=cb91900ad406e1d7435cc51ed418866cbdd08808892d2dd60644516e82be9752,enoe_2023_4t_microdatos=24f15e1ab8ad942b479b32f491b9e2d8b640ac3c8e79dbea02e74baa78ae9d2e,enoe_2024_1t_microdatos=5ef594c06487cd277de1ae9f9b0846f9ba64dbd8d743c983002dcf431974d02b,enoe_2024_2t_microdatos=13922f8902f587939145e0302ec8e6e5fa9fb0df4207229f7447deaaab96e285,enoe_2024_3t_microdatos=6594158c1a3f9732d9844061e46f95c0abe7ef9f8fe4f7605b72be31c3628ef3,enoe_2024_4t_microdatos=817f28d20a43fa4fed08195e62df58bf320b31c323a3049fe09b5194a1677305,enoe_2025_1t_microdatos=dddbb698e7f18f63bc256ece61ac0038a5ad062d42aca13390d88828fb27796e,enoe_2025_2t_microdatos=291db61afcc472a0933d2bebf46720cfd024df8912dc899d541d8109bd406722,enoe_2025_3t_microdatos=d2817a14201694e119a3fd6fcb8b8ed7619ea7e26cf8b353761a1ac1f23d6022,enoe_2025_4t_microdatos=e675b41bde4fb3c183a0abd067738109c6aaf30ed314bc9fc548669fb8a1565d,enoe_n_2020_3t_microdatos=924e18a5fc1f4794cf5d04ac3b89fd3ab16d555626f91fe88e22ca097d04dad3,enoe_n_2020_4t_microdatos=5d6ce8a6dcc2cace4a1e6e5cbaf9d9c61ad7bbbfa3217ecc9cd2184e2093f6f3,enoe_n_2021_1t_microdatos=208c114079eb368201c281e1e84ce34ad1c885a738f63da4dad04e85bd2c0a52,enoe_n_2021_2t_microdatos=a9bfb1f1291217714fd27a0dc5d30ee39064ad99f637867808d445294a25b96b,enoe_n_2021_3t_microdatos=853512291ddb62ea3e19caff5b008e39bddbc65f8cddd98fe8b5d36e75dec00d,enoe_n_2021_4t_microdatos=1baabe0098ce5b1bdeeb4bba8eebe2d4b51eedae3745bc48dad1cd199b736a9b,enoe_n_2022_1t_microdatos=5d2792afcac72a3e2c049701bcfeb8111a565d80aed099df5a9b4b5a495fb7d6,enoe_n_2022_2t_microdatos=19e194fbdcc70549db19b718c6581ec2fadce883e9683369424bf758f76b705a,enoe_n_2022_3t_microdatos=fc47029e5b11943d3006929252e2d378c5f555bbaabe67d704a89c81878596e5,enoe_n_2022_4t_microdatos=1c22244fcd4a9f11625fa3cdb68d8c10f5143ba84c076b4e99a61ba822687e5d,enoe_n_diseno_muestral_pdf=42eaa300fcbd4bec98c2a38f3edb5912bcc2208fe69a54a0c1103b75a85dbd09	a436e3f08d985208c89d0da86196bdf8429808d5	2026-09-23	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-DIRIGIDO · ASTRA5-U1-TRABAJO-ENOE	13 conductas; 43 olas; 26273 celdas; sin adopción	verify log sha256=57460f5e4aa2e82e388a712f76dfcc5738151d39c312fb8a1906772172656041
CALC-ENOE-PERSISTENCIA-0001	CALC-ENOE-PERSISTENCIA-0001--19a54f29d9d8	REPRODUCE	IDENTICO	verify dirigido REPRODUCE; CONTEXTO=IDENTICO; 3/3 RESULT; 3/3 inputs COINCIDE	0794c37a8fe663a1709e56b64a38fc38ce6ca366d1073add0893ce2e11cd08b7	dce45f05d2547724112209a1f6336c233b746a071dfc7cec840ba0fea44498cb	IN-ENOE-PERSISTENCIA-MODULO=a0af6ae11a84056e97988b75d47d4928234b76b574b506e99e46f7192b3aeb99,IN-ENOE-PERSISTENCIA-SPEC=868fd2d3fe37471a57c2b159b500535ddc99a9fc5fe19f5c7dfa8090421d42f9,IN-ENOE-PISOS-RESULT=243c7ea54033afd760d97b22d031e5aaa0009b6d3f25dec3b10a00a2fa772c86	19a54f29d9d87d8f88d40cf5c61850a83998b3ff	2026-09-23	CAJA (Ubuntu/WSL2) con corpus montado	VERIFY-DIRIGIDO · ASTRA5-U1-TRABAJO-ENOE	20304 pares agregados; sin IC predictivo calibrado; sin adopción	verify log sha256=9cf202521ff00e5ca3526dfbefd19487fce9a273f729d3e7ac725bec72f38f78
CALC-REGION-ENIF-2024-0001	CALC-REGION-ENIF-2024-0001--236369115422	REPRODUCE	IDENTICO	corrida0 verify: sello, spec, inputs y contexto COINCIDEN; resultado REPRODUCE	cba83a38ef6a136b089d1b3978b1b5a7e7a1e008991d820c87ea665a40218c1e	d049cfb96c84f36b32667cc71c55c3591233ab538e7b53abf7c9d71098d0a4f4	REGION-ESTADISTICA=b832c08b953fdbe7029146f5ec6395f10c539d01acf1ec3510e7eae5072f7b65,REPLICAS-COMPARTIDAS=4df2c630179c194345594d959d012b7dd18d94ac93fab3f48b8f6683753dafd6,enif_2024_enif_2024_bd_csv=00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	236369115422f81ef720d543ccd574e67d256963	2026-09-23	CAJA; corpus montado	VERIFY-EJECUTADO · ASTRA4-U5-EJE-REGIONAL	piso regional retrospectivo de una conducta; no adopta	forense/analisis/region/HOJA-EJE-REGIONAL-para-mesa.md
CALC-REGION-ENCIG-2023-0001	CALC-REGION-ENCIG-2023-0001--c17fc16b7809	REPRODUCE	IDENTICO	corrida0 verify: sello, spec, inputs y contexto COINCIDEN; resultado REPRODUCE	d9c49c587da9dbc94c0fd572bd0db92b72d07034e8e0bbf78f299b8ef32e4782	d049cfb96c84f36b32667cc71c55c3591233ab538e7b53abf7c9d71098d0a4f4	REGION-ESTADISTICA=b832c08b953fdbe7029146f5ec6395f10c539d01acf1ec3510e7eae5072f7b65,REPLICAS-COMPARTIDAS=4df2c630179c194345594d959d012b7dd18d94ac93fab3f48b8f6683753dafd6,encig23_base_datos_csv=af733d867a568cbb0dadef4a5a793b02488a71728d1157860f14501f3d4c393d	c17fc16b7809f5947f51d5efb532e058b422b010	2026-09-23	CAJA; corpus montado	VERIFY-EJECUTADO · ASTRA4-U5-EJE-REGIONAL	piso regional retrospectivo de una conducta; no adopta	forense/analisis/region/HOJA-EJE-REGIONAL-para-mesa.md
CALC-REGION-ENVIPE-2024-0001	CALC-REGION-ENVIPE-2024-0001--8fd49c1982b3	REPRODUCE	IDENTICO	corrida0 verify: sello, spec, inputs y contexto COINCIDEN; resultado REPRODUCE	9d5297aeada542364342c55ee8d105fad819ab1f9d2ab00fe14fba4e47fcd99b	d049cfb96c84f36b32667cc71c55c3591233ab538e7b53abf7c9d71098d0a4f4	REGION-ESTADISTICA=b832c08b953fdbe7029146f5ec6395f10c539d01acf1ec3510e7eae5072f7b65,REPLICAS-COMPARTIDAS=4df2c630179c194345594d959d012b7dd18d94ac93fab3f48b8f6683753dafd6,envipe2024_csv=90776b2fab6e3666dad1cb5f5f3eb7d6a7699dbfefd4f8f04f07fb01e61a6fb2	8fd49c1982b327d417b02a3d24ba5a612e7e606d	2026-09-23	CAJA; corpus montado	VERIFY-EJECUTADO · ASTRA4-U5-EJE-REGIONAL	piso regional retrospectivo de una conducta; no adopta	forense/analisis/region/HOJA-EJE-REGIONAL-para-mesa.md
CALC-REGION-HIST-ENVIPE-2023-0001	CALC-REGION-HIST-ENVIPE-2023-0001--6319326a7c43	REPRODUCE	IDENTICO	corrida0 verify: sello, spec, inputs y contexto COINCIDEN; resultado REPRODUCE	3500acfec6214b5085b3fdbe53112f61e26b2a9a7897bc076a54d568651f212e	b878149b60fc1601516e89a17bccf934ef9b853c336fd5ed3d59843330c3eb68	REGION-BASE-CODIGO=d049cfb96c84f36b32667cc71c55c3591233ab538e7b53abf7c9d71098d0a4f4,REGION-ESTADISTICA=b832c08b953fdbe7029146f5ec6395f10c539d01acf1ec3510e7eae5072f7b65,REGION-HISTORIA-CODIGO=b878149b60fc1601516e89a17bccf934ef9b853c336fd5ed3d59843330c3eb68,REPLICAS-COMPARTIDAS=4df2c630179c194345594d959d012b7dd18d94ac93fab3f48b8f6683753dafd6,envipe2023_csv=0dcc00a7fc37b79806f1bf1b85b12cd090b5ecc8e76983a3a1a861f2ef3fb404	6319326a7c435384145aea874f044c7adcd808fa	2026-09-23	CAJA; corpus montado	VERIFY-EJECUTADO · ASTRA4-U5-EJE-REGIONAL	piso regional retrospectivo de una conducta; no adopta	forense/analisis/region/HOJA-EJE-REGIONAL-para-mesa.md
CALC-REGION-HIST-ENVIPE-2025-0001	CALC-REGION-HIST-ENVIPE-2025-0001--6767eeed5d26	REPRODUCE	IDENTICO	corrida0 verify: sello, spec, inputs y contexto COINCIDEN; resultado REPRODUCE	8777ee72b3cf29a6e8af2df14d7c94170ce3b6c56a349f364e2ce322741a6436	b878149b60fc1601516e89a17bccf934ef9b853c336fd5ed3d59843330c3eb68	REGION-BASE-CODIGO=d049cfb96c84f36b32667cc71c55c3591233ab538e7b53abf7c9d71098d0a4f4,REGION-ESTADISTICA=b832c08b953fdbe7029146f5ec6395f10c539d01acf1ec3510e7eae5072f7b65,REGION-HISTORIA-CODIGO=b878149b60fc1601516e89a17bccf934ef9b853c336fd5ed3d59843330c3eb68,REPLICAS-COMPARTIDAS=4df2c630179c194345594d959d012b7dd18d94ac93fab3f48b8f6683753dafd6,envipe2025_csv=8a7a99fd90ce9d03229759ba0ad84db4fba98b5bb1f5c85eef7d718b007816fa	6767eeed5d2642b80ea31b743ada595245ccd5e1	2026-09-23	CAJA; corpus montado	VERIFY-EJECUTADO · ASTRA4-U5-EJE-REGIONAL	piso regional retrospectivo de una conducta; no adopta	forense/analisis/region/HOJA-EJE-REGIONAL-para-mesa.md
