# DERIVADO — NO EDITAR (tools/nc_por_clase.py, ACTO GEN2-SENAL-1 · P2)
# universo: 177 filas ABIERTA de 446 en forense/no-corrido.tsv
# `SUCESOR-YA-FUSIONADO` es CANDIDATO: no autoriza cerrar. El cierre exige
# evidencia POR PRODUCTO, una fila a la vez. Nunca en bloque.
# ACTO GEN2-SENAL-1 verifico a mano las 20 candidatas mas probables:
# CERO de las 18 SUCESOR-YA-FUSIONADO resistieron. Ver columna
# `verificado_por_producto_en_senal_1`. El campo `sucesor` NO predice el cierre.
id	fecha	acto_que_la_abrio	pr	clase	que_le_falta	evidencia_derivada	verificado_por_producto_en_senal_1	pieza	que_no_se_corrio	sucesor_declarado
NC-0318	2026-09-17	GEN2-RECIBO-CODEX-2	#834	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			GEN2-ENCO-DOS-OLAS-RESERVADAS-1	tres decisiones de mesa: autorizar o no medicion descriptiva de P10, aprobar/rechazar puente cientifico con dinero.ahorro.tiene_ahorros, fijar contrato de varianza interanual	acto de mesa que decida las tres piezas antes de abrir R
NC-0319	2026-09-17	GEN2-RECIBO-CODEX-2	#835	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			GEN2-RELEVO-REMESAS-F3-1	propagar el cierre administrativo de NC-0216; F-2/NC-0217, NC-0244 y decision sobre RES-0047/0049	tramite serial (rutina) que propague NC-0216; decision de mesa para RES-0047/0049
NC-0320	2026-09-17	GEN2-RECIBO-CODEX-2	#836	SUCESOR-YA-FUSIONADO	acto sucesor GEN2-REGISTRO-CAJA-1 tiene nota de cierre	GEN2-REGISTRO-CAJA-1 -> nota-2026-09-17-gen2-registro-caja-1.md	NO-RESUELTA · espera tres decisiones de mesa	GEN2-ENCRIGE-CARGA-INTENSIDAD-1	decidir incorporar la lectura a TRA; decidir tratamiento de cuenta_gen2 sin contarlo como instrumento o validacion independiente; re-derivar registros compartidos tras CAREO/TRAMITE-4	acto de mesa/CAJA para las tres decisiones; GEN2-REGISTRO-CAJA-1 para el registro
NC-0321	2026-09-17	GEN2-RECIBO-CODEX-2	#837	SUCESOR-YA-FUSIONADO	acto sucesor GEN2-REGISTRO-CAJA-1 tiene nota de cierre	GEN2-REGISTRO-CAJA-1 -> nota-2026-09-17-gen2-registro-caja-1.md	NO-RESUELTA · espera adopción de mesa	GEN2-WBES2023-PRECISION-1	insertar la lectura en TRA si mesa adopta; decidir mostrar ambos escenarios de IC; actualizar estado/cola/registro global y contadores conforme a la gobernanza serial vigente	acto de mesa/CAJA; GEN2-REGISTRO-CAJA-1 para el registro
NC-0322	2026-09-17	GEN2-RECIBO-CODEX-2	#838	ESPERA-ACTO-NOMBRADO	parcial: corrió GEN2-REGISTRO-CAJA-1; falta GEN2-ENVIPE-U4-2013-2015-1	GEN2-ENVIPE-U4-2013-2015-1=NO-CORRIÓ · GEN2-REGISTRO-CAJA-1=CORRIÓ		GEN2-ENVIPE-U4-2013-2015-1	el propio encargo ya trae NO-CORRIDO/RESERVAS: CIERRE COMPARTIDO DIFERIDO -- no se editan registros/firmas/decisiones/tableros/colas/rotulos/contadores globales; no se reestimaron ENVIPE 2012/2025 ni resultados historicos por delito	GEN2-REGISTRO-CAJA-1 para el registro; NC-0159 ya nombrada como bloqueador propio
NC-0323	2026-09-17	GEN2-RECIBO-CODEX-2	#839	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			GEN2-ENCIG2023-FLUJO-Y-ESTIMANDO-1	el dictamen RECHAZA la correspondencia propuesta con RES-0007/0008: no se recomienda sustituir 0.12/0.88 ni adoptar 0.204431 ni usar el nuevo rango en milpa; 162 eventos quedan con elegibilidad indeterminada	acto que cree o renombre un consumidor cuyo desenlace sea solicitud/intento, no pago, antes de que el resultado sucesor sea adoptable
NC-0324	2026-09-17	GEN2-RECIBO-CODEX-2	#840	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			GEN2-MOCIBA-FLUJO-DOCUMENTAL-1	conservar R01 en espera hasta que exista y se firme un enlace cientifico pre-R especifico, o abrir un encargo separado de uso descriptivo; no abrir R, no emitir M/L	acto de mesa que firme el enlace cientifico pre-R, o encargo separado de uso descriptivo
NC-0325	2026-09-17	GEN2-RECIBO-CODEX-2	#841	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			GEN2-RELEVO-ENCUCI-F2-1	consumir F-2/NC-0217 en los registros administrativos diferidos y reflejar su cierre, despues de la integracion y del tramite serial de Opus	tramite serial que propague el cierre de F-2/NC-0217
NC-0326	2026-09-17	GEN2-RECIBO-CODEX-2	#842	SUCESOR-YA-FUSIONADO	acto sucesor GEN2-REGISTRO-CAJA-1 tiene nota de cierre	GEN2-REGISTRO-CAJA-1 -> nota-2026-09-17-gen2-registro-caja-1.md	NO-RESUELTA · espera decisión de mesa para integración	GEN2-ENIGH2022-INTENSIDAD-REMESAS-1	el recibo de reproduccion solo declara estado tecnico (EJECUTADO y SELLADO, no INTEGRADO ni ADOPTADO); no se encontro seccion de reservas/pendientes mas detallada en su directorio -- se declara la ausencia, no se infiere una decision	GEN2-REGISTRO-CAJA-1 para el registro; decision de mesa para integracion, SIN-ASIGNAR
NC-0327	2026-09-17	GEN2-RECIBO-CODEX-2	#843	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			GEN2-ENAPROCE-INSTRUMENTOS-ACCESO-1	no tramitar acceso institucional para la R03 actual ni promoverla a F6 hasta que mesa acepte primero unidad empresa y retire de su objeto la solicitud/pago informal; especificacion de pedido de microdatos PREPARADA, NO ENVIADA	decision de mesa sobre unidad empresa y objeto de R03, luego enviar la especificacion preparada
NC-0331	2026-09-17	GEN2-CELDA-D-PILOTO-2	PR-PENDIENTE	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre		NO-RESUELTA · parcial: de sus TRES tests sólo test_celda_d_piloto2_consumidor.py está cableado; test_marginales_una_variable.py NECESITA-DEPENDENCIA(numpy) y test_celda_d_piloto_consumidor.py es FALLA-DE-VERDAD	COMMIT-1/COMMIT-3 -- tests/test_marginales_una_variable.py (15 casos) y tests/test_celda_d_piloto2_consumidor.py (10 cas	ninguno de los dos esta cableado en .github/workflows/verify.yml ni en tests/check.py::main(), que no auto-descubre tests/test_*.py; el workflow esta fuera del perimetro de este acto (mismo caso que tests/test_celda_d_piloto_consumidor.py d	acto de mantenimiento de CI: dos pasos `run: python3 tests/test_marginales_una_variable.py` y `run: python3 tests/test_celda_d_piloto2_consumidor.py`
NC-0332	2026-09-17	GEN2-GUARDIAS-1	PR-PENDIENTE	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P4/NC-0331 -- cablear tests/test_marginales_una_variable.py (15 casos) a .github/workflows/verify.yml	NO SE CABLEO. El test importa numpy sin condicion; numpy no esta declarado en requirements.txt (solo PyYAML, xlrd, markdown, jsonschema) y por tanto no esta garantizado en el runner de CI -- wirearlo hoy dejaria el paso rojo en cuanto CI lo	acto de mantenimiento de CI: anadir `numpy` a requirements.txt (declarar version, verificar que ningun otro test rompe con la version elegida) y entonces el paso `run: python3 tests/test_marginales_una_variable.py` en verify.yml
NC-0335	2026-09-19	GEN2-RECIBO-CODEX-3	#855	SUCESOR-YA-FUSIONADO	acto sucesor GEN2-ADQ-HANDOFF-RESULTADO-Y-SALUD-1 tiene nota de cierre	GEN2-ADQ-HANDOFF-RESULTADO-Y-SALUD-1 -> 2026-09-17-GEN2-ADQ-HANDOFF-RESULTADO-Y-SALUD-1.md	NO-RESUELTA · MESA decide disposición	P6	disposicion de DEM-AHORRO-STOCK-DURACION-01, investigacion de adquisicion que llega a su quinto ciclo sin mejora de suficiencia	MESA decide disposicion (retirar de cola-adquisicion, cambiar de estrategia de busqueda, o aceptar el hueco como reserva declarada)
NC-0341	2026-09-19	GEN2-MARCADOR-REDISENO-1	PR-PENDIENTE	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P2 -- materializar la proyeccion de 20 usos marcador:* en data/corrida0/usos.tsv	Hallazgo de revision (comentario de traspaso de lectura desde PR #868, 19/sep/2026, PR #873): tools/corrida0.py::_filas_registro proyecta las 20 celdas de milpa/estimadores-por-segmento.yaml como usos activos marcador:* (verificado: python3	acto de mantenimiento de replay (CAJA o NUBE segun corresponda) que re-derive esas ~41 corridas primero, o `corrida0.py registro --escribe --lote <las 20 identidades del marcador>` si el instrumento admite un lote parcial sin tocar las dema
NC-0343	2026-09-19	GEN2-FAM-UNION-ESTIMANDO-1	#880	ESPERA-ACTO-NOMBRADO	espera GEN2-RELEVO-RECONCILIA-1 (encargo EXISTE: GEN2-RELEVO-RECONCILIA-1)	GEN2-RELEVO-RECONCILIA-1=encargo EXISTE		P3 -- relevo por comando (hallazgo colateral, no pedido por el encargo)	data/corrida0/relevo-usos-v1_0.tsv llevaba 37 filas con RES-#### desincronizado de su autoridad data/corrida0/demanda-resultados.tsv (RES-0171..RES-0207 corridas en uno desde que entro el slot DIN.ahorro_solo_informal.enif2024.localidad_x_e	GEN2-RELEVO-RECONCILIA-1 (PR-PENDIENTE) TOMA la desincronia y la mide: no es solo un derivado a re-derivar, es la causa de que la vista de relevo no vea 37 cifras GEN2 ya selladas. Los seis pines CALC-R-CIV estan corridos +2 de forma UNIFOR
NC-0344	2026-09-19	GEN2-FAM-UNION-ESTIMANDO-1	#880	ESPERA-FIRMA	espera FP-387	FP-387=ABIERTA		P2 -- tier partido de familia.union.libre	El esquema de milpa/tramite.yaml admite UN escalar en `tier` (milpa/src/emisor.py:154, r.get('tier','')): no se pudo publicar tier=FUERTE para la CIFRA y tier=HIPOTESIS para el MECANISMO del `porque`. Se declaro en el campo `tier_partido` d	FP-387 (forense/firmas-pendientes.tsv)
NC-0346	2026-09-19	GEN2-RECIBO-CODEX-4	PR-PENDIENTE	ESPERA-ACTO-NOMBRADO	espera GEN2-PISOS-REJILLA-CLI-1 (encargo EXISTE: GEN2-PISOS-REJILLA-CLI-1)	GEN2-PISOS-REJILLA-CLI-1=encargo EXISTE		P4	RENUMERADO de NC-0343 (fusiona segundo tras PR #880, que tomo 0343/0344 primero). dos residuos de pisos que quedan como demanda tras cerrar NC-0336: (a) cita por texto de que el mapa de escolaridad vale para los tres catalogos; (b) blob del	DEMANDA-A-MESA -- a quien archive GEN2-PISOS-REJILLA-CLI-1 o a un acto de mantenimiento de specs, si mesa decide que la demanda vale la pena antes de reabrir pisos
NC-0348	2026-09-19	GEN2-RECIBO-CODEX-4	PR-PENDIENTE	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P6	RENUMERADO de NC-0345 (fusiona segundo tras PR #880). pedir a mesa el borrado de ramas vivas ademas de main, si las nombradas por el encargo (codex/gen2-marcador-adopcion-cli-1, codex/gen2-recibo-codex-3) siguen vivas	SIN-ASIGNAR -- mesa revisa si claude/fervent-johnson-m47pdg y claude/practical-turing-kbqc08 siguen en uso
NC-0349	2026-09-19	GEN2-C2-COMPUESTO-RESERVADAS-1	PENDIENTE-DE-PR	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			FIRMA DE MESA -- verificacion del careo adjunto	"La firma cita `CAREO-PILOTO-3-direccion-2026-09-19.md` §4, sha256/16 `796689c4dce6f43d`, «que viaja adjunto». Ese archivo NO esta en el arbol ni llego adjunto: `git ls-tree -r --name-only HEAD | grep -ic ""CAREO-PILOTO""` -> 0 de 5769 archivo"	DIRECCION: adjuntar el careo al repo, o declarar que el texto del encargo es la fuente autoritativa
NC-0350	2026-09-19	GEN2-C2-COMPUESTO-RESERVADAS-1	PENDIENTE-DE-PR	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P2 -- `cuenta_gen2` de CALC-C2-COMPUESTO-RESERVADAS-0001	El encargo propone `cuenta_gen2 = SI` y asi lo declara la spec. El registro aplica la regla E.1 (ACTO GEN2-T9, D-1) y lo baja a `NO` con motivo mecanico: el input `IN-MOTOR-NACIONALES = milpa/tramite.yaml` es LEGACY GEN1, y `envuelto_legacy	MESA: decidir si un CALC que solo CITA numeros de un archivo GEN1 (sin re-derivarlos) cae en E.1, o si la regla debe distinguir leer-para-citar de leer-para-medir
NC-0352	2026-09-19	GEN2-RECIBO-CODEX-5	895	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P4	RENUMERADO de NC-0349 (fusiona segundo tras PR #889, que tomo 0349/0350/0351 primero). Encargo verbatim que gobierna CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001, citado por texto con sha256	NO-VERIFICABLE-AQUI -- pedir a Astra el texto verbatim con su sha256; no se reconstruye
NC-0353	2026-09-19	GEN2-RECIBO-CODEX-5	895	ESPERA-ACTO-NOMBRADO	espera GEN2-LOTE-ENCUCI-1 (encargo EXISTE: GEN2-LOTE-ENCUCI-1)	GEN2-LOTE-ENCUCI-1=encargo EXISTE		P4	RENUMERADO de NC-0350 (fusiona segundo tras PR #889). Encargo verbatim que gobierna CALC-ENCUCI2020-EXPOSICION-RESPUESTA-0001, citado por texto con sha256	NO-VERIFICABLE-AQUI -- pedir a Astra el texto verbatim con su sha256; no se reconstruye
NC-0356	2026-09-19	GEN2-CELDA-D-PILOTO-3	PR-PENDIENTE	SUCESOR-YA-FUSIONADO	todas las FP citadas están FIRMADAS; falta verificar el producto	FP-389=FIRMADA	NO-RESUELTA · piloto 3 no selló COMMIT-3 (CALC-GOB-DIGITAL-EXE-ADJUDICACION-0001 sólo tiene spec.yaml + adjudicacion.py, sin resultados.json ni sello)	P1/P2/P3 -- spec congelada, codigo congelado y celda-D	forense/prereg-caja/GOB-gobierno-digital-exe15-spec-v1_0.md + sidecar; data/corrida0/CALC-GOB-DIGITAL-EXE-EMISIONES-0001/ (spec y codigo); tests/test_piloto3_guardias.py; celda-D GOB.gobierno_digital.encig2025.edad_x_escolaridad.yaml; deriv	ENMIENDA FECHADA 20/sep/2026 (adenda de mesa al encargo GEN2-CELDA-D-PILOTO-3-P0, REORDEN DE COMPUERTAS -- corrige un exceso de direccion): P0 DEJA DE SER COMPUERTA DEL COMMIT-1 y pasa a ser COMPUERTA DEL COMMIT-2. Congelar spec y codigo no
NC-0358	2026-09-19	GEN2-C2-COMPUESTO-RESERVADAS-1	PR #889 (fusionado)	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			Vista derivada no publicada: CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001	El CALC fusiono a main por PR #881 pero sus filas nunca se publicaron a las vistas derivadas: antes del merge de #889, `git show origin/main:data/corrida0/corridas.tsv | grep -c CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001` -> 0 (el hermano APO	Acto de derivacion/tramite que verifique si mas CALC fusionados quedaron sin publicar a las vistas (la causa raiz, no estas 22 filas), o firma de mesa que acepte el arrastre ya consumado de #889
NC-0359	2026-09-20	GEN2-TABLERO-SENAL-1	PR #902	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			NO-CORRIDO / RESERVAS	borrar claude/optimistic-cray-15co3n (politica de cero ramas, A.14) tras el merge de #902	mesa (git push origin --delete claude/optimistic-cray-15co3n), o el proximo acto que corra limpia_arbol.py --aplica
NC-0360	2026-09-20	GEN2-TABLERO-SENAL-1	PR #902	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			NO-CORRIDO / RESERVAS	reescribir las 87/108 filas de forense/no-corrido.tsv cuya razon no empieza por un token de A.14 (P5)	PARA-v2.15 en forense/hallazgos.md (2026-09-20); sin acto asignado todavia
NC-0362	2026-09-20	GEN2-RELEVO-TANDA-1	PR #905	SUCESOR-YA-FUSIONADO	todas las FP citadas están FIRMADAS; falta verificar el producto	FP-392=FIRMADA	NO-RESUELTA · espera FP-392 servida renglón por renglón	P4	Adopcion del bloque de los 12 CANDIDATO-GEN2 por el mecanismo de la casa	FP-392 (doce renglones servidos uno por slot con su delta); luego RELEVO-TANDA-2
NC-0363	2026-09-20	GEN2-RELEVO-TANDA-1	PR #905	SUCESOR-YA-FUSIONADO	todas las FP citadas están FIRMADAS; falta verificar el producto	FP-391=FIRMADA	NO-RESUELTA · espera FP-391	P3	Resolucion de RES-0028 (que universo gobierna el slot)	FP-391, opciones (a) y (b)
NC-0364	2026-09-20	GEN2-RELEVO-TANDA-1	PR #905	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P5	Emision de candidato/estimando/delta por slot SIN-CANDIDATO que gane oferta	Encargos de caja desde forense/analisis/relevo-tanda-1/P5-demanda-agrupada.tsv (154 slots en 71 corridas)
NC-0365	2026-09-20	GEN2-RELEVO-TANDA-1	PR #905	NO-CLASIFICABLE	el campo `sucesor` es prosa sin FP, sin acto GEN2 y sin bandeja: no hay objeto verificable que decida el cierre			P5	Pista de direccion: el encargo Codex de ENIGH declara que CORR-0076 enlaza RES-0165 a RES-0170	Encargo de caja sobre CORR-0076 (6 slots)
NC-0366	2026-09-20	GEN2-RELEVO-TANDA-1	PR #905	SUCESOR-YA-FUSIONADO	todas las FP citadas están FIRMADAS; falta verificar el producto	FP-392=FIRMADA	NO-RESUELTA · adjudicación de canal por mesa	P6	Adjudicacion de canal de RES-0047 y RES-0049 (CONFLICTO-ENTRE-CANALES)	SIN-ASIGNAR -- adjudicacion de canal por mesa, en la misma hoja de FP-392
NC-0367	2026-09-20	GEN2-CELDA-D-PILOTO-3-P0	PR #903	SUCESOR-YA-FUSIONADO	todas las FP citadas están FIRMADAS; falta verificar el producto	FP-390=FIRMADA	NO-RESUELTA · la celda-D del piloto 3 no se escribió	COMMIT-1 -- registro de la celda-D GOB.gobierno_digital.encig2025.edad_x_escolaridad	La celda-D no se escribio. El resto del COMMIT-1 SI se congelo: spec humana + sidecar, spec.yaml, medidor.py y tests/test_piloto3_guardias.py (24 guardias, 24 en verde).	FP-390 (mesa: como se registra una celda-D cuya unidad es TRAMITE) y el acto que la ejecute; el COMMIT-2 no la necesita para correr, asi que no bloquea el piloto
NC-0369	2026-09-20	GEN2-RECIBO-CODEX-6	n/a	ESPERA-FIRMA	espera FP-394	FP-394=ABIERTA		P4(a)	dictamen de mesa sobre fusionabilidad de codex/gen2-enadid2023-union-sexo-edad-cli-2 (tal cual / solo -0004 / no fusionable)	FP-394
NC-0370	2026-09-20	GEN2-RECIBO-CODEX-6	n/a	ESPERA-FIRMA	espera FP-394	FP-394=ABIERTA		P4(b)	borrado de las tres ramas codex/optimiza-verificacion-ci* a pedido de mesa	FP-394
NC-0371	2026-09-20	GEN2-RECIBO-CODEX-6	n/a	SIN-ASIGNAR	enruta a mesa/dirección sin nombrar acto ni FP: necesita dueño			P5 (anexo)	incluir el balance de dirección EVALUACION-CARRIL-CODEX-2026-09-20.md como anexo citado	mesa envía EVALUACION-CARRIL-CODEX-2026-09-20.md con sha256, o declara que no existe
NC-0372	2026-09-20	GEN2-RECIBO-CODEX-6	n/a	ESPERA-FIRMA	espera FP-394	FP-394=ABIERTA		P2/P3	firma de contador (cuenta_gen2=SI) sobre las 12-13 corridas SELLADA/PENDIENTE-DE-MESA con resultado_replay=REPRODUCE	FP-394
NC-0373	2026-09-20	GEN2-RECIBO-CODEX-6	n/a	ESPERA-ACTO-NOMBRADO	espera GEN2-RECIBO-CODEX-7 (encargo NO-ENCONTRADO)	GEN2-RECIBO-CODEX-7=encargo NO-ENCONTRADO		P1 (verificación de orden interna de #895)	confirmar, fila por fila de git log --reverse dentro de la rama codex/gen2-recibo-codex-5-cli-1, que ninguna firma de contador de RECIBO-CODEX-5 se aplicó antes de que su propio P2 terminara	ACTO GEN2-RECIBO-CODEX-7 (o el sucesor de gobierno que mesa nombre para el carril)
NC-0374	2026-09-19	GEN2-PISOS-ENUT2019-EJES-1	PR-PENDIENTE	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P1 -- COMMIT-1: spec + medidor + rejilla, congelados juntos	forense/prereg-caja/PISOS-ENUT2019-ejes-spec-v1_0.md + sidecar; medidor; estimando/universo/escala de reparto con bootstrap de diseno. No se congelo nada.	SIN-ASIGNAR -- si mesa quiere un nucleo comun 2019/2024 (items = / ≈ sin las clases ausentes), es un estimando NUEVO medido en ambas olas con COMMIT-1 propio, no un piso de estas celdas
NC-0375	2026-09-19	GEN2-PISOS-ENUT2019-EJES-1	PR-PENDIENTE	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P2 -- COMMIT-2: CALC-PISOS-ENUT2019-EJES-0001 (RESULT por celda, registro en la vista, asiento de replay, control contra	data/corrida0/CALC-PISOS-ENUT2019-EJES-0001/; filas propias en corridas.tsv y replay-evidencia.tsv; control de coherencia nacional contra CALC-ENUT-0001. No se corrio nada; cero microdato abierto.	el mismo sucesor de NC-0374: si direccion abre el nucleo comun 2019/2024, ese acto de caja escribe su propio CALC (estimando nuevo, COMMIT-1 propio); si no lo abre, la fila se cierra por decision de mesa con las 11 celdas NO-CONSTRUIBLE com
NC-0376	2026-09-19	GEN2-PISOS-ENUT2019-EJES-1	PR-PENDIENTE	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			"P3 (a) -- horizonte_corto x formalidad (ENIF 2021): ""¿es el mismo P3_13 ausente? Si si, NO-CONSTRUIBLE con la misma caus"	"La linea NO-CONSTRUIBLE no se escribio porque la premisa es falsa: ENIF 2021 hace la misma pregunta que P3_13 (2024) bajo el nemonico P3_10 (hoja TModulo fila 83 del FD 2021: ""Por parte de su trabajo, ¿usted tiene derecho a los servicios me"	"SIN-ASIGNAR -- acto de caja que congele formalidad_2021 := P3_10 in {1..5} / {6}, declare la diferencia de codigo (ISSSTE fundido; ""no tiene servicio medico"" vs ""carece de derecho ... por parte de su trabajo"") y mida las 6 celdas como CALC-"
NC-0377	2026-09-19	GEN2-PISOS-ENUT2019-EJES-1	PR-PENDIENTE	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			P3 (b) -- union.libre x cohorte_nacimiento (EDER 2017): dictamen SIN-PISO-POR-DISEÑO, asiento en el marcador	El dictamen se escribio (nota §2.2: EDER 2011 muestrea tres cohortes de tres años -- 1951-53, 1966-68, 1978-80 --; dos de las cuatro celdas del arbitro no tienen ninguna, las otras dos 3 de 10 años de nacimiento; el desenlace es un evento r	SIN-ASIGNAR -- mesa decide si el marcador/tabla incorporan el status SIN-PISO-POR-DISEÑO; entonces una tabla EDER de 4 filas con esta nota como metadata_source
NC-0378	2026-09-19	GEN2-PISOS-ENUT2019-EJES-1	PR-PENDIENTE	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			"Perimetro -- tools/marcador_segmento.py ""salvo que la tabla de identidad nueva exija registrar su ruta -- entonces una l"	Se editaron TRES sitios, no una linea: constante TABLA_IDENTIDAD_ENUT2019 (ruta), bucle en lee_tabla_identidad() sobre las dos tablas, y una entrada en MAPA_CONSUMER (familia.cuidado.reparto_mujeres40_ejes_enut2024 -> mismo id). Sin la entr	mesa, al fusionar este PR: acepta la edicion de tres sitios (queda como esta) o la revierte y el acto que cierre NC-0376 (CALC-PISOS-ENIF2021-EJES-0004, mismo espacio PISOS) registra las tablas de identidad adicionales por el mecanismo que 
NC-0380	2026-09-19	GEN2-C2-COMPUESTO-IC-ENIF2024-1	PR #911	ESPERA-FIRMA	espera FP-395	FP-395=ABIERTA		P2 -- `cuenta_gen2` de CALC-C2-COMPUESTO-IC-ENIF2024-0001	El encargo propone `cuenta_gen2 = SI` y asi lo declara la spec. El registro aplica la regla E.1 (ACTO GEN2-T9, D-1) y lo baja a `NO` con motivo mecanico: la cadena consume RESULT que dependen de `IN-ARBITRO-MARGINALES = milpa/tramite-ola5-p	FP-395 (3)
NC-0381	2026-09-19	GEN2-C2-COMPUESTO-IC-ENIF2024-1	PR #911	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío		NO-CERRADA A PROPÓSITO · su test existe y el job lo descubre, pero lo SALTA: NECESITA-DEPENDENCIA(numpy) y numpy no está en requirements.txt (NC-0332 ABIERTA). El producto no convence: el test sigue sin correr en CI. Se reporta a mesa.	P1 -- cableado de tests/test_c2_ic_enif2024_guardia.py en CI	El test existe y pasa (43/43, 19 mutaciones detectadas), pero `tests/check.py` no auto-descubre `tests/test_*.py` y el paso de CI vive en `.github/workflows/verify.yml`, que NO esta en el perimetro del encargo («Si te encuentras escribiendo	SIN-ASIGNAR (una linea en .github/workflows/verify.yml: `run: python3 tests/test_c2_ic_enif2024_guardia.py`; el acto que toque verify.yml)
NC-0382	2026-09-19	GEN2-C2-COMPUESTO-IC-ENIF2024-1	PR #911	SIN-ASIGNAR	el campo `sucesor` lo declara SIN-ASIGNAR o está vacío			Vistas derivadas no publicadas por sus actos: CALC-EDER2017-PRIMERA-UNION-SEXO-COHORTE-0001/-0002, CALC-ENFIH2019-COBERT	Esos CALC estan sellados (o SPEC-FIJADA) en `main` pero sus filas nunca se publicaron a `data/corrida0/corridas.tsv` / `resultados.tsv`: `corrida0 registro --escribe --lote CALC-C2-COMPUESTO-IC-ENIF2024-0001`, corrido en este acto, las reco	SIN-ASIGNAR (que cada acto que sella corra `registro --escribe --lote` antes de abrir su PR; la guardia de `cierre_acto` que lo exija esta fuera de este perimetro)
NC-0383	2026-09-19	GEN2-C2-COMPUESTO-IC-ENIF2024-1	PR #911	ESPERA-FIRMA	espera FP-395	FP-395=ABIERTA		LO QUE NO HACE -- que el marcador (tools/marcador_segmento.py) tome el IC de este CALC para las 136 emisiones de ENIF 20	El encargo lo excluye expresamente («no actualiza el marcador (sucesor de nube, una linea: que el lector tome el IC de este CALC)»). Las 136 emisiones siguen en data/corrida0/c2-compuesto-emisiones-v1_0.tsv con `tipo_incertidumbre = NO-PROP	SIN-ASIGNAR (acto de nube, una linea en el marcador; FP-395 (1) decide bajo que rotulo)
NC-0384	2026-09-19	GEN2-PISOS-ENIF2021-FORMALIDAD-1	PR #915	ESPERA-ACTO-NOMBRADO	espera GEN2-MARCADOR-PISOS-SUCESION-1 (encargo NO-ENCONTRADO)	GEN2-MARCADOR-PISOS-SUCESION-1=encargo NO-ENCONTRADO		P3 -- registrar la tabla nueva donde el marcador lee tablas de identidad (una linea en tools/marcador_segmento.py) y re-	Se intento la linea (tabla nueva en la tupla de lee_tabla_identidad()); tests/test_marcador_segmento.py -> FALLA 6 casos T-ENLACE-BIYECTIVO (las 6 CONSTRUIBLE no enlazan): indice_identidad() deja ganar por setdefault a las 4 filas selladas 	acto sucesor de marcador (propuesto: GEN2-MARCADOR-PISOS-SUCESION-1): regla de precedencia tabla nueva > tabla sellada por (consumer, outcome, axis, category), MAPA_CONSUMER para horizonte_corto, CALC_PISOS_SELLADOS += CALC-PISOS-ENIF2021-F
