id_celda	variante	replica	estado	valor_extraido	evidencia_textual	regla_de_extraccion	razon_no_extraible	archivo
TRA-M-03	L+corpus	6	NO-EXTRAIBLE		Estimación puntualno la doy.** Para producirla se necesita (a) resolver la discrepancia 2013 vs. 2025 en el identificador, (b) fijar el denominador (poblaci	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-TRA-M-03-M__L+corpus__06__v1_3.json
TRA-M-03	L+corpus	7	NO-EXTRAIBLE		Estimación puntualme abstengo. Lo que sí puedo declarar sin inventar: si el reactivo fuera binario a nivel de *población adulta general* ("¿usted pagó un	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-TRA-M-03-M__L+corpus__07__v1_3.json
TRA-M-03	L+corpus	8	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L+corpus__08__v1_3.json
TRA-M-03	L-solo	1	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L-solo__01__v1_3.json
TRA-M-03	L-solo	2	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-03-M__L-solo__02__v1_3.json
TRA-M-03	L-solo	3	EXTRAIBLE	0.1260	mi punto12.6 %**). - Referencia mnemónica asociada: la ENCIG 2013 reportó una tasa de prevalencia del orden de **~12,000–12,600 víctimas de corr	ANCLA-FRASE-PUNTO		L-TRA-M-03-M__L-solo__03__v1_3.json
TRA-M-03	L-solo	4	AMBIGUA		El indicador estándar de ENCIG no es exactamente "paga mordida" a nivel poblacional binario, sino la **tasa de población de 18+ que tuvo contacto con un servidor público y experimentó al menos un acto de corrupción**, ex; Estimación puntual≈ **12,500 por cada 100,000 habitantes**, es decir ~**12.5 %** de la población de 18+ (leído como binario sí/no). - **Intervalo subjetiv	ANCLAS-EN-CONFLICTO	dos o mas anclas numericas distintas sin regla de desempate mecanico	L-TRA-M-03-M__L-solo__04__v1_3.json
TRA-M-03	L-solo	5	EXTRAIBLE	0.1250	Estimación puntual~12–13 %** (uso **12.6 %** como punto). Esto se ancla en la cifra que recuerdo de la ENCIG 2013: una tasa de prevalencia de corrupción de	ANCLA-FRASE-PUNTO		L-TRA-M-03-M__L-solo__05__v1_3.json
TRA-M-03	L-solo	6	EXTRAIBLE	0.1200	Estimación puntual(escala binaria, proporción "sí"): ≈ 0.12 (12%).** Base del número, con sus supuestos explícitos: - Interpreto el reactivo como el indicad	ANCLA-FRASE-PUNTO		L-TRA-M-03-M__L-solo__06__v1_3.json
TRA-M-03	L-solo	7	EXTRAIBLE	0.1250	Estimación puntual≈ 12–13 % de la población 18+ con contacto** reportó al menos un acto de corrupción (mi ancla mental es la "tasa de prevalencia" de ENCI	ANCLA-FRASE-PUNTO		L-TRA-M-03-M__L-solo__07__v1_3.json
TRA-M-03	L-solo	8	EXTRAIBLE	0.1200	Estimación puntual≈ 12 %** de la población de 18 años y más que tuvo contacto con algún servidor público durante el año de referencia declara haber experi	ANCLA-FRASE-PUNTO		L-TRA-M-03-M__L-solo__08__v1_3.json
TRA-M-07	L+corpus	1	NO-EXTRAIBLE		estimación puntual, y **no debe usarse como valor del reactivo** hasta que se resuelva: (a) el año real de la ola, (b) el ítem exacto, (c) el denominador (pob	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-TRA-M-07-M__L+corpus__01__v1_3.json
TRA-M-07	L+corpus	2	NO-EXTRAIBLE		estimación puntual. **Sonda canario — respuesta explícita:** no declaro fuente textual porque no la tengo. No voy a producir un número plausible (del tipo "≈	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-TRA-M-07-M__L+corpus__02__v1_3.json
TRA-M-07	L+corpus	3	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L+corpus__03__v1_3.json
TRA-M-07	L+corpus	4	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L+corpus__04__v1_3.json
TRA-M-07	L+corpus	5	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L+corpus__05__v1_3.json
TRA-M-07	L+corpus	6	NO-EXTRAIBLE		estimación puntuales de baja utilidad y no debe usarse como dato duro**. Recomiendo tratarla como orden de magnitud, no como cifra.	ANCLA-RECHAZO	rechazo explicito de estimacion en un encabezado o frase-ancla de estimacion puntual	L-TRA-M-07-M__L+corpus__06__v1_3.json
TRA-M-07	L+corpus	7	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L+corpus__07__v1_3.json
TRA-M-07	L+corpus	8	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L+corpus__08__v1_3.json
TRA-M-07	L-solo	1	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L-solo__01__v1_3.json
TRA-M-07	L-solo	2	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L-solo__02__v1_3.json
TRA-M-07	L-solo	3	EXTRAIBLE	0.1450	estimación puntualpara 2021 es: - **≈ 14–15% de la población adulta** (tasa de prevalencia del orden de **~14,700 por cada 100,000 habitantes**). - Rango su	ANCLA-FRASE-PUNTO		L-TRA-M-07-M__L-solo__03__v1_3.json
TRA-M-07	L-solo	4	EXTRAIBLE	0.1500	Estimación puntual(escala binaria, proporción "sí"): ≈ 0.15 (15 %).** Precisiones sobre a qué corresponde esa cifra: - Si el reactivo mide **prevalencia de	ANCLA-FRASE-PUNTO		L-TRA-M-07-M__L-solo__04__v1_3.json
TRA-M-07	L-solo	5	NO-EXTRAIBLE			SIN-ANCLA	ningun encabezado 'estimaci...' ni frase-ancla (estimacion puntual / mi punto / punto central) con contenido evaluable (numero o rechazo explicito)	L-TRA-M-07-M__L-solo__05__v1_3.json
TRA-M-07	L-solo	6	EXTRAIBLE	0.1450	estimación puntualpara 2021 es **≈ 14–15 % (punto: 14.7 %)**. Este es el orden de magnitud que recuerdo para la tasa de prevalencia de ENCIG 2021 (~14,600 po	ANCLA-FRASE-PUNTO		L-TRA-M-07-M__L-solo__06__v1_3.json
TRA-M-07	L-solo	7	AMBIGUA		Bajo la lectura estándar de la ENCIG 2021 (población de 18 años y más): - **Tasa de prevalencia de corrupción (víctimas por cada 100 mil habitantes que tuvieron contacto con autoridades): ≈ 14,700**, es decir **≈ 14–15 %	ANCLAS-EN-CONFLICTO	una ventana/seccion trae mas de un candidato numerico sin regla de desempate, o numero y rechazo a la vez	L-TRA-M-07-M__L-solo__07__v1_3.json
TRA-M-07	L-solo	8	EXTRAIBLE	0.1470	punto central≈ 14.7 %** (es decir, del orden de 14,700 por cada 100,000 habitantes, que es la métrica en que INEGI suele publicarlo). - Si el reactivo	ANCLA-FRASE-PUNTO		L-TRA-M-07-M__L-solo__08__v1_3.json
