relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	objeto_modelo_origen	objetos_modelo_permitidos	universo_declarado	universo_adquirido	universo_inspeccionado	universo_semantico	universo_productivo	estado_evidencia	adjudicacion_semantica	capacidad_productiva	clasificacion_relacion_legacy	estado_productivo_legacy	activo_id_vinculado	reporte_inspeccion_ref	regla_derivacion	reserva	destino_procesamiento
REL-6ebc288cb21990e446f70262	N28	PUB	OE-720ef5ce31fd46e835c9af4a	R8.1	R8.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-6f1cef5066c5478632ac5045	N18	IMSS	OE-a16637199914a6515d84d63e	tramite.evasion_norma	tramite.evasion_norma	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-71d03c31e21a53076736dfd0	N3	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-e8196751ae92cecdc38e72c1	G2.sens_estatus	G2.sens_estatus	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-72ff714a3ba6d0bab952e05f	N2	ISSP	OE-e98c88fd0bd8f8493cef061f	G1.radio_confianza	G1.radio_confianza	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-75b2ff53a19d8058eba2dbb7	N13	ISSP	OE-c784b73130190d561571fe98	G5.familismo_obligacion	G5.familismo_obligacion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-75c66af2edc4b79afcb439c3	N6	GPS	OE-b8aa8e44f3c2ce01baa1541e	G3.aversion_riesgo	G3.aversion_riesgo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-75de72336ada4a506a3b5476	N30	BIARE	OE-e16378a2a79da5a6d4246280	R8.3	R8.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-7751c832c7e30e4e4d7603cc	N12	ISSP	OE-af8ae9ef91dbb73b1e246458	G5.familismo_apoyo	G5.familismo_apoyo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-781037a17e27bb2b93e13a63	N27	RELLABORALES	OE-ede59336763d11312f8c178e	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-796c0458c0c71745f0a6b2a4	N3	ISSP	OE-6c724f4d1ff61a92ad3b1beb	G2.sens_estatus	G2.sens_estatus	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-7a38c275915e890903752598	N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	R3.4	R3.4	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-7c92eca186a227ee718864e6	N6	ENSAFI	OE-e14567b41b8dd6d210ed240d	G3.aversion_riesgo	G3.aversion_riesgo	SI	SI	SI	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	ACT-a5b1ba06474f0809ac967843	RINS-e6b455f723e30e199e5ab6b6	reporte neutral estructural, sin mapeo semántico automático;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-7da283a75f336e409f2ff88d	N30	LAPOP	OE-dd987fd1f12b5504ad657782	R8.3	R8.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-7feec534a72e40bdf9b6b393	N19	PI	OE-bbfe0ee94abe5623f3a73de8	NO_DETERMINADO	dinero.ahorro.con_puente_y_respaldo;dinero.credito.scoring_alternativo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-8038d6208aa088aad43a40c9	N4	ENFIH	OE-e27983370bd678a404483a92	G2.aversion_riesgo	G2.aversion_riesgo	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-74bf3091ec67b1696fbb9c72	RINS-bd965712738f58c527c4fbf0	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-837d54e76ebe85170870493a	N19	AHORRO FINANCIERO Y FINANCIAMI	OE-9b4d021444b78bf40c9878b9	NO_DETERMINADO	dinero.ahorro.con_puente_y_respaldo;dinero.credito.scoring_alternativo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-845a93bc24990147a394f897	N2	ISSP	OE-f0df762d8d95ea4d04b39ef2	G1.radio_confianza	G1.radio_confianza	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-87b4ab08a7e1b65f965ffb88	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	OE-63d0732feceeafcbd327963f	R8.2	R8.2	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	ABIERTO_SIN_MAPEO	CANDIDATA	REQUIERE_ANALISIS	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	estado explícito de apertura;contenido abierto requiere especificación/análisis	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-894b3c5025557df7ef942f2a	N13	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	OE-8f78c2549f10817cc484275f	G5.familismo_obligacion	G5.familismo_obligacion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-89b5a730c80b52245609d460	N12	ENSAFI	OE-546cf24d0efb616e6df36902	G5.familismo_apoyo	G5.familismo_apoyo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-8b5abcdb9a618f64c2639477	N25	INE	OE-629ec191998ec508c83fae05	R7.1	R7.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-8b8dd24f3edbc5fd0b11d4a4	N19	BDIF	OE-3a26c30b380d433254ad2e91	NO_DETERMINADO	dinero.ahorro.con_puente_y_respaldo;dinero.credito.scoring_alternativo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-8d2952203ec3678f3bd0c473	N30	ISSP	OE-e3bde63fce778e1bc8333717	R8.3	R8.3	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-8d5ee427f92ae19be789b8d6	N27	VOTAR_ENTRE_BALAS	OE-6e01cd26b435952004ff4c95	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-8da82cf2f91efb7fe1958467	N15	ENCOAP	OE-abc2c8ba2a4e437153d2ebfd	G6.deferencia	G6.deferencia	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-8f6cc360dac1c16f2ea6c7ea	N17	ENSAFI	OE-a13725c982c703ffc6b3e2aa	NO_DETERMINADO	tramite.gobierno_digital.coercitivo;tramite.gobierno_digital.util_sin_coercion	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-928de62ad3c403adf193bfc4	N20	ENFIH	OE-9ef5332d117f6e0df34c9570	civico.denuncia.con_seguro	civico.denuncia.con_seguro	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-93cfba9117d75fe44fa4a111	N20	ENVIPE	OE-ec4ae2e4df0decfd79367f30	civico.denuncia.con_seguro	civico.denuncia.con_seguro	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-b73c975ba73c4ceaf60433e0	RINS-141064fbf97be0ec11250915	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-943ed2bde102c6e791588b3b	N19	CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	OE-9f3e0fdd7257cc6289194937	NO_DETERMINADO	dinero.ahorro.con_puente_y_respaldo;dinero.credito.scoring_alternativo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-94e18be48f89c37e4d7164e8	N21	PANEL_DE_COMPRA_DE_HOGARES	OE-fdb3e7f808f4472e8774119c	R1.4	R1.4	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	NO_ACCESIBLE	CANDIDATA	SIN_RUTA_VIABLE_ACTUAL	NO_ACCESIBLE	BLOQUEADA_ACCESO	NO_DETERMINADO	NO_DETERMINADO	legacy NO_ACCESIBLE preservado;acceso bloqueado explícitamente; no se convierte en negativa	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	BLOQUEO_ACCESO_PRESERVADO
REL-987f01cb468fa0b51b2dffc6	N4	ENFIH	OE-64909cd43474fe401f3cf196	G2.aversion_riesgo	G2.aversion_riesgo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-99525527adc1ae5960ac2055	N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-9ccac3c7a04b0040d317efb7	N27	GDELT	OE-f6d17977c51b480cd7befa6b	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-9dfab617c356df5594575a3c	N12	ISSP	OE-2d196672c346d9eb08441b65	G5.familismo_apoyo	G5.familismo_apoyo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-a451582fd7fcd4bce1db01ca	N12	ENSAFI	OE-e7969017eea0c50fe8d10a7e	G5.familismo_apoyo	G5.familismo_apoyo	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-a5b1ba06474f0809ac967843	RINS-e6b455f723e30e199e5ab6b6	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-a4ec592ca64ce8855faf4f55	N15	IMPACT_EVALUATION_OF_MOBILE_PEDAGOGICAL_TUTORS_2016	OE-55dcc1b7c4746f01de795289	G6.deferencia	G6.deferencia	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-a63dce9852d52046595e28f0	N12	ENFIH	OE-feb025d87b3cf3747adeb5d3	G5.familismo_apoyo	G5.familismo_apoyo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-a65a1433cd0298e7256aefae	N13	ENBIARE	OE-39d2eb9994c3ef05c686095e	G5.familismo_obligacion	G5.familismo_obligacion	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-d5ee9064d4de2745a5deb1ed	RINS-8472734a5e7b98bfd8dec6b5	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-a750d90d3d9e1e19938fa8c4	N12	ENBIARE	OE-7f44fa3fa8c7613438913dd6	G5.familismo_apoyo	G5.familismo_apoyo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-a7bbff3f7ae4500cbb77c0ed	N29	REGISTRO_OPERATIVO_DE_TANDAS_DIGITALES	OE-d09b04fba73e3046707be3e5	R8.2	R8.2	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	NO_ACCESIBLE	CANDIDATA	SIN_RUTA_VIABLE_ACTUAL	NO_ACCESIBLE	BLOQUEADA_ACCESO	NO_DETERMINADO	NO_DETERMINADO	legacy NO_ACCESIBLE preservado;acceso bloqueado explícitamente; no se convierte en negativa	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	BLOQUEO_ACCESO_PRESERVADO
REL-a8d0e6223c2d79b63a90b4f5	N27	RELLABORALESPRUEBA	OE-8ca059261693f4c587a99e97	NO_DETERMINADO	R7.4;R7.5	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-aaf9d3c2e0d9b3d294df4840	N19	FINANZAS	OE-3def9164ef114d267e5fb6ac	NO_DETERMINADO	dinero.ahorro.con_puente_y_respaldo;dinero.credito.scoring_alternativo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-abd2650bcf443274eb467a60	N23	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-a14e96d801084c74dc601f6f	R2.2	R2.2	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-b034b04e9ba040bd02e39b8b	N14	ISSP	OE-40750227480ea9c75b5c20c8	G5.radio_confianza	G5.radio_confianza	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	DESCARGADO_NO_ABIERTO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	presencia en disco sin reporte exacto vinculado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-b7e6ba3254af6cb2169d934e	N22	SE	OE-ba89df5b01f12044531c3a48	R2.1	R2.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	NO_DETERMINADO	NO_DETERMINADO	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-b8a1bd303f0aac03e3b1bdd7	N4	ENSAFI	OE-3771d1da25d6fb0ba805f95c	G2.aversion_riesgo	G2.aversion_riesgo	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	MECANISMO_NO_EJECUTADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	sin mecanismo exacto ejecutado;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
REL-ba510588463c8ab0539acf46	N6	ENFIH	OE-b03c67f3df56bb086aa5493e	G3.aversion_riesgo	G3.aversion_riesgo	SI	SI	SI	SI	NO	MAPEADO_COMPLETO	NEGATIVA	NO_USAR_PARA_RELACION	NEGATIVA	NO_USAR_PARA_RELACION	ACT-74bf3091ec67b1696fbb9c72	RINS-bd965712738f58c527c4fbf0	negativa legacy con procedencia aceptada;negativa legacy preservada	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	TERMINAL_LEGACY_PRESERVADO
REL-bb570a7a7c72c881de31f75d	N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c0e6f88263d23f3aa80725aa	R7.1	R7.1	SI	NO_DETERMINADO	NO_DETERMINADO	SI	NO	INDEXADO_NO_DESCARGADO	CANDIDATA	REQUIERE_DATO	CANDIDATA	PENDIENTE_EVIDENCIA	NO_DETERMINADO	NO_DETERMINADO	indexación declarada sin apertura exacta vinculada;falta adquisición, apertura o evidencia exacta	Reporte neutral no cambia adjudicación; identidad solo por id_manifiesto+hash exactos	CLASIFICAR_TRABAJO
