cola_id	capa	entidad_id	relacion_id	tipo_trabajo	semantic_run_id	estado_ejecucion	reporte_ejecucion_ref	intentos_reales	objetos_abiertos	siguiente_accion_original	siguiente_accion	siguiente_accion_tipificada	input_requerido	input_requerido_original	criterio_cierre	prioridad_operativa	reserva	reserva_original	evidencia_ref_accion_original	evidencia_ref_evidencia_original
CRES-7c818f1ce346fae9105a4e95	UNIVERSO_SEMANTICO	REL-2d58abfc1b418484af3f2f7d	REL-2d58abfc1b418484af3f2f7d	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-43c56dbcb4646997818bdbf2.json	0	7	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-2d58abfc1b418484af3f2f7d con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:data/abrir4-variables-2026-08-08.tsv
CRES-7cb78abf12926ec4788784ee	UNIVERSO_PRODUCTIVO	PROD-cca3ea0bccd54d70083728b2	REL-fe202a3fa76f0516a6e27f8b	ESCALAMIENTO_SEMANTICO	NO_APLICA	BLOQUEADA_INPUT_FALTANTE	NO_APLICA	0	0	Fijar población, tabla, unidad y ponderador de la especificación; después emitir una nueva especificación opaca.	Fijar población, tabla, unidad y ponderador de la especificación; después emitir una nueva especificación opaca.	Completar especificación productiva material.	campos_materiales_faltantes:dominio,input_member,periodo_levantamiento,periodo_referencia_por_variable.P7_12_7,poblacion,ponderador,unidad_observacion	campos_materiales_faltantes:dominio,input_member,periodo_levantamiento,periodo_referencia_por_variable.P7_12_7,poblacion,ponderador,unidad_observacion	Elección explícita de denominador y campos materiales, o decisión de no calcular.	P1_BLOQUEO_MATERIAL	El analista no puede elegir el universo ni redefinir el estimando.	campos_materiales_faltantes:dominio,input_member,periodo_levantamiento,periodo_referencia_por_variable.P7_12_7,poblacion,ponderador,unidad_observacion	data/curacion-registro/expedientes-produccion/evidencia-neutral-produccion.json#ENASIC_2022;RINS-53a431507d08139af2aab80f	data/curacion-registro/expedientes-produccion/evidencia-neutral-produccion.json#ENASIC_2022;RINS-53a431507d08139af2aab80f
CRES-7e0763bb1f27185984b5820a	UNIVERSO_SEMANTICO	REL-641a2435b0e68b2049b73d72	REL-641a2435b0e68b2049b73d72	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d3ea14e2ea500ec0e97250e2.json	0	6	Obtener diccionario oficial y desenlace conjunto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-641a2435b0e68b2049b73d72 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	MAIN:data/abrir4-variables-2026-08-08.tsv:L3
CRES-7ed8269eb9ca9c0ff8ae3808	UNIVERSO_SEMANTICO	REL-6cd9055fa1486b7f8c8c5efa	REL-6cd9055fa1486b7f8c8c5efa	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-dcdbf02c7a18e231c556dca2.json	0	4	Identificar instrumento exacto.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-6cd9055fa1486b7f8c8c5efa con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:canon/modelo-decision-v4_0.md
CRES-7f5960363585723cc62f714c	UNIVERSO_SEMANTICO	REL-1677b0003626a1bd5bf971cb	REL-1677b0003626a1bd5bf971cb	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d74349659cc2f1b21a6e6ea2.json	0	8	Búsqueda dirigida en diccionarios.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-1677b0003626a1bd5bf971cb con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	MAIN:data/mapa-fuentes-2026-08-06.tsv:L3
CRES-83970eeca3e27d90640c1603	UNIVERSO_SEMANTICO	REL-57df012cdba3e281563c1068	REL-57df012cdba3e281563c1068	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-73762680650393d6318e0fc7.json	0	1	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-57df012cdba3e281563c1068 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17
CRES-83bbab31b5a1d63bb43bcc10	UNIVERSO_SEMANTICO	REL-da62a7c3cdb80080258aa148	REL-da62a7c3cdb80080258aa148	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fbe1329c7b1664d0e21e8788.json	0	6	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-da62a7c3cdb80080258aa148 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L9;MAIN:forense/encargos/2026-08-07-abrir-4.md;MAIN:forense/hitoE-campana-medicion-v2_0.md	MAIN:data/abrir4-variables-2026-08-08.tsv
CRES-83c39ef938a9cf2c476c4368	UNIVERSO_SEMANTICO	REL-894b3c5025557df7ef942f2a	REL-894b3c5025557df7ef942f2a	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ebbc81083e49e2be1b5f5f98.json	2	1	Obtener instrumentos.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-894b3c5025557df7ef942f2a con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6
CRES-858100499912ce2c6c441bfa	UNIVERSO_SEMANTICO	REL-99525527adc1ae5960ac2055	REL-99525527adc1ae5960ac2055	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-51a0096e8031fcc2ada42c06.json	2	1	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-99525527adc1ae5960ac2055 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9
CRES-8b5fcd7d084c10af1eed875f	UNIVERSO_SEMANTICO	REL-d82eb6cef055001e7587db31	REL-d82eb6cef055001e7587db31	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ec1c75f94e5e0359a7510eea.json	1	1	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-d82eb6cef055001e7587db31 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4
CRES-8cd3aa840a33b2184bd9a09e	UNIVERSO_SEMANTICO	REL-e10120bebb9ed07d210a3a86	REL-e10120bebb9ed07d210a3a86	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8e0fbca7714f4a96adbf8778.json	2	1	Abrir cuestionarios de los módulos 2/7 y mapear variables; usar solo como contexto municipal si no existe unidad individual.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-e10120bebb9ed07d210a3a86 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L12	MAIN:data/mapa-ext-general-2026-08-06.tsv:L12
CRES-8e02c2e1abe1e4e889493ec9	UNIVERSO_SEMANTICO	REL-6c97fe0c5cb528557054a838	REL-6c97fe0c5cb528557054a838	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	NO_ALCANZO_TRAS_INTENTOS	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7baf662ad8ba364c5ad5f3f8.json	2	1	Abrir codebook OpenICPSR y buscar el reactivo exacto de sensibilidad de estatus; no inferirlo desde gasto o bienestar.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.	Verificar el localizador exacto ya declarado de REL-6c97fe0c5cb528557054a838 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L4	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L4
CRES-9113ded5734436e5894939ad	UNIVERSO_SEMANTICO	REL-aaf9d3c2e0d9b3d294df4840	REL-aaf9d3c2e0d9b3d294df4840	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-277b279fc394b3aba4b63673.json	0	4	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-aaf9d3c2e0d9b3d294df4840 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md
CRES-91b0003a59bbee916fcddf07	UNIVERSO_SEMANTICO	REL-8da82cf2f91efb7fe1958467	REL-8da82cf2f91efb7fe1958467	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-97a6f8b693c267e3e06aa995.json	0	4	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Contrastar procedencia estructurada de REL-8da82cf2f91efb7fe1958467 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	MAIN:canon/integrador-psicologia-mexicano.md
CRES-96f31c0dde21148fbcc7059f	UNIVERSO_SEMANTICO	REL-374d073941162109bb37265b	REL-374d073941162109bb37265b	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	NO_ALCANZO_TRAS_INTENTOS	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-bbd25c063666c3bf534e1966.json	1	2	Abrir codebook y verificar variables de sección, elección, tratamiento/exposición y resultado.	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.	Verificar el localizador exacto ya declarado de REL-374d073941162109bb37265b con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L21	MAIN:data/mapa-ext-academico-2026-08-06.tsv
CRES-98016b4adc0babc65bc16a48	UNIVERSO_SEMANTICO	REL-e247f2d5250d822fb74a0638	REL-e247f2d5250d822fb74a0638	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-df52f5f519c8ddcd4f209db4.json	2	1	Obtener codebook.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-e247f2d5250d822fb74a0638 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L13	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L13
CRES-98df4571a70ad8f5dc42da4d	UNIVERSO_SEMANTICO	REL-d67770c443936b1d84304513	REL-d67770c443936b1d84304513	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-927f614b030359d6a7f4248b.json	0	1	Descargar el levantamiento y diccionario ENAFIN pertinente; mapear variable y desenlace concretos de la necesidad.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-d67770c443936b1d84304513 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62	MAIN:data/mapa-fuentes-2026-08-06.tsv:L62
CRES-9b0b8d151fdb0caa63253e54	UNIVERSO_SEMANTICO	REL-62c97ccb92d0e95c8120d776	REL-62c97ccb92d0e95c8120d776	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-36e732ff898e0056c2afff36.json	2	1	Abrir módulo exacto.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Verificar el localizador exacto ya declarado de REL-62c97ccb92d0e95c8120d776 con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
CRES-9c02d18f1b55c35d75043357	UNIVERSO_SEMANTICO	REL-51392f82de7f4c77d1bb75c1	REL-51392f82de7f4c77d1bb75c1	CURADURIA_FUENTE	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-f213b050b725622998750324.json	0	7	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Contrastar procedencia estructurada de REL-51392f82de7f4c77d1bb75c1 con sus objetos de modelo permitidos y emitir propuesta o reserva.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	P4_CURADURIA	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md
CRES-9ddb21b1dde2479d590a65de	UNIVERSO_SEMANTICO	REL-b034b04e9ba040bd02e39b8b	REL-b034b04e9ba040bd02e39b8b	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	EJECUTADA_CON_RESULTADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8bec8cdf4e68317ff2c0221a.json	2	1	Abrir codebook.	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	Verificar el localizador exacto ya declarado de REL-b034b04e9ba040bd02e39b8b con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
CRES-a0322f1987b7cec9a854e299	UNIVERSO_SEMANTICO	REL-1867600f55b362380e728c4a	REL-1867600f55b362380e728c4a	BUSQUEDA_DIRIGIDA	SEMRUN-354ccb9dc1023a0bd420d48f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-6898d3c7c6fa1202e6836b28.json	0	1	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	Verificar el localizador exacto ya declarado de REL-1867600f55b362380e728c4a con máximo dos intentos y sin discovery panorámico.	Revisión de equivalencia y codificación antes de parametrizar.	Revisión de equivalencia y codificación antes de parametrizar.	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	P3_INDEXADO	Escala/diseño/universo:	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135
