relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	fuente_nombre	tipo_fuente	id_manifiesto	sha256_fuente	capa1_universo_indexado	capa2_manifiesto	capa3_disco_real	capa4_apertura_mapeo	clasificacion_relacion	reason_code	evidencia_ref	evidencia_textual_breve	confianza	conflicto_material	nota
REL-4eb55382fdbfdf5d84b1382f	N4	ENBIARE	OE-39d2eb9994c3ef05c686095e	ENBIARE 2021	FUENTE_DATOS	enbiare2021_fd_pdf	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	SI	SI	EXISTE;COINCIDE;INTEGRO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L24	—	ALTA	NO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); riesgo/arriesg/perdida/perder/certidumbre = 0; 'seguro' 1 coincidencia, afiliacion al Seguro Social (IMSS) -- cobertura de salud, no item de riesgo, 2026-08-08
REL-4fd0d54316a62b4b5c7a0048	N2	GPS	OE-8a46899fd75017e0dac7eacf	Global Preferences Survey (GPS)	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-50587b531135ee1273f3f44e	N10	ENBIARE	OE-62009c20a223203d160baf5c	ENBIARE	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	NEGATIVA	REVISION_MULTIAGENTE	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md;MAIN:forense/encargos/2026-08-07-abrir-4.md	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. | La apertura explícita encuentra el reactivo, pero documenta que falta la coobservación exigida por N10. | Reserva: El reactivo temporal existe; la negativa se limita a satisfacer la relación N10 completa.
REL-50e6d069fd121a8a7cd64fc5	N14	ENFIH	OE-e5b64d206242e1e5d68b33ad	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-51392f82de7f4c77d1bb75c1	N14	ENBIARE	OE-13d0bcd20755243644c9b7bd	ENBIARE	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-523fe941f36eef5710d093ee	N33	SIN_CANDIDATO_IDENTIFICADO	OE-ed59a4b92278706a6e55eff4		FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md;MAIN:forense/cruce-catalogo-fichas-v1_0.md;MAIN:forense/cruce-catalogo-fichas-v2_0.md	Dato secundario publicado y agregado sobre disposición a testificar antes/después de protección.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. El nombre es un centinela de hueco de universo, no una fuente; su propia evidencia dice No hay fuente identificada para antes o despues de proteccion, y forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md, el documento citado, no menciona testificar ni proteccion en sus 116 lineas.
REL-54217cb006dcd63c00de2f24	N12	ENASIC	OE-82958b4ad8a4e7868f03f34f	ENASIC 2022	FUENTE_DATOS	enasic2022_fd_xlsx	33c692e05bd7dbafb801a1594a819c7be0e7cf5c25822c66ea458dc9fe9c1370	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/abrir4-variables-2026-08-08.tsv:L19	'7.12.3 Le voy a leer unas frases. Usted me respondera si esta de acuerdo o en desacuerdo. Cuidar a las personas del hogar es responsabilidad de usted y demas integrantes de su hogar'	ALTA	NO	Escala/diseño/universo: acuerdo/desacuerdo, codigo valido 1 = 'De acuerdo (Si)'; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 185 coincidencias de 'apoyo' en 1427 variables -- casi todas son checklist conductual de tareas especificas de cuidado (¿ayudo a banarse/vestirse/comer?) o si recibio pago, no disposicion general; bateria P7_12 (8 items de actitud sobre corresponsabilidad de cuidado) identificada por lectura dirigida tras hallar 'deber' en P7_12_7. Le falta: la disposicion esta encuadrada en CUIDADOS especificamente, no en apoyo familiar/econom
REL-5741e12ce3e0a0e076ee48fc	N14	ENBIARE	OE-727e5843ca70dc0b203846f3	ENBIARE 2021	FUENTE_DATOS	enbiare2021_fd_pdf	8a79265d8c1f761d9f3043c2d4837a9366679314b97aaebd8d189c6bcbc716a9	SI	SI	EXISTE;COINCIDE;INTEGRO	EXISTE-SATISFACE	CONFIRMADA	APERTURA_EXPLICITA_SATISFACE	MAIN:data/abrir4-variables-2026-08-08.tsv:L28	PB1_01: 'B1. En general, ¿cuanto confia en la mayoria de la gente...' PB1_02: 'B1. En general, ¿cuanto confia en la gente que usted [conoce]...' (escala 0-10, 0='nada en absoluto', 10='completamente'). PF1_1: 'F1. En los ultimos 12 meses, ¿usted o alguien en su hogar tuvo que pedir prestado para pagar alimentos o despensa?' (Si/No), mas PF1_2..6 (renta, agua, luz/gas/telefono, colegiaturas, medicinas)	ALTA	NO	Escala/diseño/universo: PB1: 0-10 numerica; PF1: binario Si/No; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); confianza/confia = 13 coincidencias (bateria B1 completa: gente en general, gente conocida, medios, policia municipal/estatal, Guardia Nacional, Ejercito y Marina, ministerio publico, juzgados, camaras, partidos, funcionarios); prestado = 6 coincidencias (bateria F1 completa). NO VERIFICADO en este acto: si PB1_01/02 miden el mismo constructo que 'radio_confianza' tal como esta operacionalizado hoy con ENCUCI AP5_1_1/2/3 (modelo-decision-v4_0.m
REL-57df012cdba3e281563c1068	N15	WVS	OE-ba2e48ea9eddf4b1176c5d08	World Values Survey	FUENTE_DATOS	f00006635_wvs7_questionnaire_mexico_2018_spanish	d84607c68d30985f537a18048c5c903b2f5b73e57420f37689ab67758bac387d	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-5b73940bf28cdfa8c4caa7d5	N20	DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	OE-2aa0aac685e80f6846255f0b	Denuncia vinculada con tenencia de seguro	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ENCONTRADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L41	NO-ENCONTRADO	ALTA	NO	Escala/diseño/universo:
REL-5be4c9788e94fa83d2a54169	N27	UCDP	OE-731258e4893eb93fe1dc0bb6	UCDP Georeferenced Event Dataset	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	MAPEADO-NO-SATISFACE	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L37	MAPEADO-NO-SATISFACE	ALTA	NO	Escala/diseño/universo:
REL-5ee19fb43305764ee7b2bde3	N27	ACLED	OE-e33de56e4b7fd1b0c81357a2	ACLED / Humanitarian Data Exchange — demonstration events México	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		NEGATIVA	CURADURIA_SEMANTICA_MULTI2	MAIN:forense/notas/2026-08-08-verif3.md:L105	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural.	MEDIA	NO	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.
REL-5fc50aa3d056d5b63f4e18df	N30	OECD	OE-df63ef5db172cb09effde66c	OECD Survey on Drivers of Trust in Public Institutions	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L11	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-60e9df4e4ea6f51ca6e4ddc0	N8	ENCIG	OE-819aa50dad79d83364ba8f0f	Encuesta Nacional de Calidad e Impacto Gubernamental	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. canon/modelo-decision-v4_0.md:270 separa los instrumentos: exposicion_violencia es variable de ENVIPE (AP7_3_10-_14), no de ENCIG; el uso documentado de ENCIG en ese mismo listado es confianza_institucional[salud].
REL-62c97ccb92d0e95c8120d776	N28	ISSP	OE-c8c9d84103b02bcbc47c2aff	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za6980_q_mx	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	NO_DETERMINADO	MEDIA	NO	"Escala/diseño/universo: Caveat (ACTO ENLACE-1): el manifiesto marca za6980 ""debil tematicamente"" para N13/N28 (sin item de obligacion normativa ni de monitoreo+sancion); unico candidato ISSP para esta fila. clasificacion_relacion queda para revision aparte, fuera de este acto. Ver forense/notas/2026-08-13-enlace1-commit1-reglas-mapeo.md S2."
REL-63835b1a27c62356495d6104	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	OE-730f7a0b550a1424e88ebf56	Encuesta Anual de Competencias Financieras de la Población	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-641a2435b0e68b2049b73d72	N4	ENSAFI	OE-831d392846e0f6e74f60c0b6	ENSAFI	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-655887a6745e8a139387cc90	N4	GPS	OE-beccef6f2f8cbed3a574285d	Global Preferences Survey (GPS)	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-6b52ae9ea4b72a9f27f01260	N13	ENFIH	OE-3ac182b073f5f5ffdaae010c	Encuesta Nacional sobre las Finanzas de los Hogares	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	Obligación familiar explícita coobservada con conducta real de cuidado.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
REL-6b71873b3adacde57117ad99	N3	ISSP	OE-9de1114d76ce882ed34bf8e8	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L15	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo: NO_DETERMINADO: candidata unica ZA7600/ISSP 2019 Social Inequality V; Mexico estructuralmente ausente de la muestra (c_alphan/country nunca MX/484 en 44,975 filas), verificado en el propio manifiesto y corroborado por 2 fuentes independientes del barrido (mapa-ext-general:L15, mapa-fuentes-consolidado:L38). Ver forense/notas/2026-08-13-enlace1-commit1-reglas-mapeo.md S2.
REL-6c15fdac77dea33175ef25c5	N27	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	OE-dd233626827fe6c90c301108	Base de eventos de protesta en México	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	CANDIDATA	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27	CANDIDATA	MEDIA	NO	Escala/diseño/universo:
REL-6c97fe0c5cb528557054a838	N3	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	OE-0b4087e3279cfa0fe5c27919	Microcredit Impacts: Randomized Microcredit Program Placement Experiment	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L4	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:
REL-6cd9055fa1486b7f8c8c5efa	N5	FABLE	OE-ac614a08b177265f004c266d	fable	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. canon/modelo-decision-v4_0.md, el documento que evidencias.tsv cita, no contiene la cadena fable ni una sola vez en sus 152772 bytes; la propia evidencia dice Documentos conceptuales, sin payload FABLE.
REL-6e785044dd97d2658a495bb2	N17	UCDP	OE-36cef4421aa0ef049dcdaea3	UCDP Georeferenced Event Dataset	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-6ebc288cb21990e446f70262	N28	PUB	OE-720ef5ce31fd46e835c9af4a	Padrón Único de Beneficiarios de Bienestar	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-ext-general-2026-08-06.tsv	Inventario de comités y contribución sostenida con mecanismo de sanción observable.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. data/censo-raices-2026-08-06.tsv:180, uno de los 4 documentos citados, SI fija un payload PUB real (r7_3_pub_beneficiarios_bienestar_csv), pero su contenido verificado es agregado ENTIDAD x TRIMESTRE (14 columnas, 748 filas, no nominal, registrado para R7.3), no el inventario de comites con sancion observable que N28 reclama.
REL-6f1cef5066c5478632ac5045	N18	IMSS	OE-a16637199914a6515d84d63e	Familia de instrumentos de satisfacción de usuarios	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. Todas las menciones de IMSS en canon/modelo-decision-v4_0.md son sobre segsoc (derechohabiencia) o prestaciones formales; el generador que nombra evasion por sancion x utilidad (modelo-decision:464) no cita IMSS como fuente.
REL-71d03c31e21a53076736dfd0	N3	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-e8196751ae92cecdc38e72c1	Interacting as equals reduces partisan polarization in Mexico	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SATISFACE-UMBRAL-DOCUMENTAL	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L22	SATISFACE-UMBRAL-DOCUMENTAL	MEDIA	NO	Escala/diseño/universo:
REL-72ff714a3ba6d0bab952e05f	N2	ISSP	OE-e98c88fd0bd8f8493cef061f	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za6980_q_mx	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	SI	SI	EXISTE;COINCIDE;INTEGRO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo:
REL-75b2ff53a19d8058eba2dbb7	N13	ISSP	OE-c784b73130190d561571fe98	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za6980_q_mx	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	NO_DETERMINADO	MEDIA	NO	"Escala/diseño/universo: Caveat (ACTO ENLACE-1): el manifiesto marca za6980 ""debil tematicamente"" para N13/N28 (sin item de obligacion normativa ni de monitoreo+sancion); unico candidato ISSP para esta fila. clasificacion_relacion queda para revision aparte, fuera de este acto. Ver forense/notas/2026-08-13-enlace1-commit1-reglas-mapeo.md S2."
REL-75c66af2edc4b79afcb439c3	N6	GPS	OE-b8aa8e44f3c2ce01baa1541e	Global Preferences Survey (GPS)	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-75de72336ada4a506a3b5476	N30	BIARE	OE-e16378a2a79da5a6d4246280	biare	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	Disposición a transar con desconocidos por nivel de enforcement.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. canon/gobernanza-v1_15.md:1025 (ADR-73) nombra esta fila por su relacion_id exacto y declara que BIARE casaba por subcadena embebida dentro de ENBIARE, fuente real distinta; no hay evidencia abierta del instrumento BIARE.
REL-7751c832c7e30e4e4d7603cc	N12	ISSP	OE-af8ae9ef91dbb73b1e246458	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	za5900_q_mx	d8fe53baeb29455b8ec9aa772a63eae4eb8308456aa1e1986d2c96b5067e5375	SI	SI	EXISTE;COINCIDE;INTEGRO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-781037a17e27bb2b93e13a63	N27	RELLABORALES	OE-ede59336763d11312f8c178e	rellaborales	FUENTE_CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Eventos con agravio, actor, respuesta y entorno urbano/rural.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] NO_REFERENCIADO. Los 4 documentos citados dan 0 menciones de rellaborales; el contenido laboral que si existe es generico, sin registro de eventos con agravio, actor y respuesta.
REL-796c0458c0c71745f0a6b2a4	N3	ISSP	OE-6c724f4d1ff61a92ad3b1beb	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO	NO-ENCONTRADO-EN-UNIVERSO-DECLARADO	NEGATIVA	APERTURA_NEGATIVA_EXPLICITA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L38	NO-ENCONTRADO-EN-UNIVERSO-DECLARADO	ALTA	NO	Escala/diseño/universo: NO_DETERMINADO: candidata unica ZA7600/ISSP 2019 Social Inequality V; Mexico estructuralmente ausente de la muestra (c_alphan/country nunca MX/484 en 44,975 filas), verificado en el propio manifiesto y corroborado por 2 fuentes independientes del barrido (mapa-ext-general:L15, mapa-fuentes-consolidado:L38). Ver forense/notas/2026-08-13-enlace1-commit1-reglas-mapeo.md S2.
REL-7a38c275915e890903752598	N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	Series SPEI/CoDi (Banxico)	FUENTE_DATOS	NO_DETERMINADO	NO_DETERMINADO	SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	NO_DETERMINADO	MEDIA	NO	Escala/diseño/universo:
REL-7c92eca186a227ee718864e6	N6	ENSAFI	OE-e14567b41b8dd6d210ed240d	ENSAFI	FUENTE_CANDIDATA	ensafi2023_bd_csv_zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	SI	SI	EXISTE;COINCIDE;INTEGRO	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. [ENLACE-2 2026-08-14] SI. Objeto IMPULSIVID fijado por data/abrir4-variables-2026-08-08.tsv:L3 (ensafi2023_bd_csv_zip, sha256_verificado COINCIDE). La clasificacion_a4 de esa linea es EXISTE-NO-SATISFACE: el objeto existe, la necesidad no queda satisfecha por el.
