relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	clasificacion_relacion	estado_productivo	uso_actual	evidencia_disponible	reserva	verificacion_requerida	requiere_decision	decision_id	siguiente_accion	evidencia_ref
REL-5be4c9788e94fa83d2a54169	N27	UCDP	OE-731258e4893eb93fe1dc0bb6	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	MAPEADO-NO-SATISFACE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L37
REL-5ee19fb43305764ee7b2bde3	N27	ACLED	OE-e33de56e4b7fd1b0c81357a2	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural.	El archivo completo solo tiene Country, Month, Year y Events; está agregado mes×año y carece de evento, actor, agravio, respuesta y entorno urbano/rural. | Reserva: Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones. | Siguiente: Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	MAIN:forense/notas/2026-08-08-verif3.md:L105
REL-5fc50aa3d056d5b63f4e18df	N30	OECD	OE-df63ef5db172cb09effde66c	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario/tabla.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L11
REL-60e9df4e4ea6f51ca6e4ddc0	N8	ENCIG	OE-819aa50dad79d83364ba8f0f	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md
REL-62c97ccb92d0e95c8120d776	N28	ISSP	OE-c8c9d84103b02bcbc47c2aff	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir módulo exacto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
REL-63835b1a27c62356495d6104	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	OE-730f7a0b550a1424e88ebf56	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir manual y microdato del año objetivo; verificar texto, codificación, comparabilidad y desenlace coobservado.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2
REL-641a2435b0e68b2049b73d72	N4	ENSAFI	OE-831d392846e0f6e74f60c0b6	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Obtener diccionario oficial y desenlace conjunto.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md
REL-655887a6745e8a139387cc90	N4	GPS	OE-beccef6f2f8cbed3a574285d	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3
REL-6b52ae9ea4b72a9f27f01260	N13	ENFIH	OE-3ac182b073f5f5ffdaae010c	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido obligacion/deber/cuidar/manda-dinero/remesa: 0 aciertos. Sin listas de opciones.	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md
REL-6b71873b3adacde57117ad99	N3	ISSP	OE-9de1114d76ce882ed34bf8e8	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Buscar reactivo literal.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L15
REL-6c15fdac77dea33175ef25c5	N27	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	OE-dd233626827fe6c90c301108	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	CANDIDATA	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Solicitar acceso puntual a la base y codebook; verificar fecha, actor, demanda, respuesta y geografía.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27
REL-6c97fe0c5cb528557054a838	N3	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	OE-0b4087e3279cfa0fe5c27919	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	124 etiquetas del .dta de analisis AEJ, Readme 4pp, LICENSE y 567 elementos XML sin texto; el paquete de replica no incluye cuestionario	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir codebook OpenICPSR y buscar el reactivo exacto de sensibilidad de estatus; no inferirlo desde gasto o bienestar.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L4
REL-6cd9055fa1486b7f8c8c5efa	N5	FABLE	OE-ac614a08b177265f004c266d	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Identificar instrumento exacto.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md
REL-6e785044dd97d2658a495bb2	N17	UCDP	OE-36cef4421aa0ef049dcdaea3	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14
REL-6ebc288cb21990e446f70262	N28	PUB	OE-720ef5ce31fd46e835c9af4a	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Inventario de comités y contribución sostenida con mecanismo de sanción observable.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Localizar el payload oficial concreto del padrón y abrir diccionario/llaves antes de evaluar el vínculo causal o de participación.	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md;MAIN:data/censo-raices-2026-08-06.tsv;MAIN:data/cola-ext-general-2026-08-06.tsv
REL-6f1cef5066c5478632ac5045	N18	IMSS	OE-a16637199914a6515d84d63e	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md
REL-71d03c31e21a53076736dfd0	N3	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-e8196751ae92cecdc38e72c1	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	SATISFACE-UMBRAL-DOCUMENTAL	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L22
REL-72ff714a3ba6d0bab952e05f	N2	ISSP	OE-e98c88fd0bd8f8493cef061f	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	717 objetos del ZA6980.sav (variables y colecciones de etiquetas) y 106 del cuestionario mexicano; sin abrir celdas de microdato	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Obtener codebook México 2017.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8
REL-75b2ff53a19d8058eba2dbb7	N13	ISSP	OE-c784b73130190d561571fe98	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir módulo exacto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
REL-75c66af2edc4b79afcb439c3	N6	GPS	OE-b8aa8e44f3c2ce01baa1541e	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3
REL-75de72336ada4a506a3b5476	N30	BIARE	OE-e16378a2a79da5a6d4246280	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Disposición a transar con desconocidos por nivel de enforcement.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver BIARE/ENBIARE.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md
REL-7751c832c7e30e4e4d7603cc	N12	ISSP	OE-af8ae9ef91dbb73b1e246458	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver edición.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6
REL-781037a17e27bb2b93e13a63	N27	RELLABORALES	OE-ede59336763d11312f8c178e	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Eventos con agravio, actor, respuesta y entorno urbano/rural.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md
REL-796c0458c0c71745f0a6b2a4	N3	ISSP	OE-6c724f4d1ff61a92ad3b1beb	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-DECLARADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L38
REL-7a38c275915e890903752598	N24	SERIES_SPEI_CODI_BANXICO	OE-1d551a7bd75c9682788e3c09	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135
REL-7c92eca186a227ee718864e6	N6	ENSAFI	OE-e14567b41b8dd6d210ed240d	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Obtener diccionario y verificar outcome antes de adjudicar.	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md
REL-7da283a75f336e409f2ff88d	N30	LAPOP	OE-dd987fd1f12b5504ad657782	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Identificar reactivos antes de solicitar datos.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L6
REL-7feec534a72e40bdf9b6b393	N19	PI	OE-bbfe0ee94abe5623f3a73de8	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Resolver el recurso canónico de PI y abrir la tabla/diccionario específico antes de adjudicar.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L110
REL-8038d6208aa088aad43a40c9	N4	ENFIH	OE-e27983370bd678a404483a92	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	'9.12 ¿Usted tiene seguro de vida?' / educativo / de auto / personal contra accidentes / de casa / de gastos medicos (6 variantes P9_12_1 a P9_12_6)	Escala/diseño/universo: binario Si/No, tenencia de producto de seguro; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 19 coincidencias de 'seguro' en 838 variables (16 hojas); riesgo/arriesg/perdida/perder/certidumbre = 0. Le falta: mide tenencia de producto de seguro (conducta/acceso financiero), no disposicion actitudinal al riesgo -- mismo defecto de categoria que el candidato ya descartado ENIF P5_23/P5_24 (ADR-52 A: mide proteccion IPAB, un moderador, no aversion), 2026-08-08	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv:L10
REL-837d54e76ebe85170870493a	N19	AHORRO FINANCIERO Y FINANCIAMI	OE-9b4d021444b78bf40c9878b9	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir tabla específica.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L37
REL-845a93bc24990147a394f897	N2	ISSP	OE-f0df762d8d95ea4d04b39ef2	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
REL-87b4ab08a7e1b65f965ffb88	N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	OE-63d0732feceeafcbd327963f	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	ABIERTO-SIN-MAPEO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L3
REL-894b3c5025557df7ef942f2a	N13	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	OE-8f78c2549f10817cc484275f	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	557 etiquetas SAV de ECEPIE y 3653 objetos ASQ (633 reactivos); DDI-XML 34307 elem. sin texto; no hay bateria de creencias o actitudes	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Obtener instrumentos.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6
REL-89b5a730c80b52245609d460	N12	ENSAFI	OE-546cf24d0efb616e6df36902	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md
REL-8b5abcdb9a618f64c2639477	N25	INE	OE-629ec191998ec508c83fae05	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Precisar producto.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97
REL-8b8dd24f3edbc5fd0b11d4a4	N19	BDIF	OE-3a26c30b380d433254ad2e91	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39
REL-8d2952203ec3678f3bd0c473	N30	ISSP	OE-e3bde63fce778e1bc8333717	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5
REL-8d5ee427f92ae19be789b8d6	N27	VOTAR_ENTRE_BALAS	OE-6e01cd26b435952004ff4c95	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	CANDIDATA	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L14
REL-8da82cf2f91efb7fe1958467	N15	ENCOAP	OE-abc2c8ba2a4e437153d2ebfd	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md
REL-8f6cc360dac1c16f2ea6c7ea	N17	ENSAFI	OE-a13725c982c703ffc6b3e2aa	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md
REL-928de62ad3c403adf193bfc4	N20	ENFIH	OE-9ef5332d117f6e0df34c9570	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	Denuncia coobservada con tenencia/activación de seguro.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md;MAIN:data/mapa-ext-civil-2026-08-06.tsv;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L20;MAIN:data/mapa-ext-civil-2026-08-06.tsv:L21
REL-93cfba9117d75fe44fa4a111	N20	ENVIPE	OE-ec4ae2e4df0decfd79367f30	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	BP2_1 mide vehículo robado asegurado solo para BPCOD=01; 1028 de 40280 filas válidas y todas corresponden a robo total de vehículo.	La cobertura no varía entre clases de delito, por lo que ENVIPE no construye denuncia coobservada con seguro en el universo requerido. | Reserva: Puede estimarse dentro de robo de vehículo, no generalizarse a delitos. | Siguiente: Usar BP2_1 solo para el subdominio robo de vehículo; buscar otra fuente para seguro×denuncia general.	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	No generalizar; buscar fuente alternativa.	MAIN:forense/hitoD-preregistro-v2_0.md:L693
REL-943ed2bde102c6e791588b3b	N19	CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	OE-9f3e0fdd7257cc6289194937	NEGATIVA	NO_USAR_PARA_RELACION	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ENCONTRADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L40
REL-94e18be48f89c37e4d7164e8	N21	PANEL_DE_COMPRA_DE_HOGARES	OE-fdb3e7f808f4472e8774119c	NO_ACCESIBLE	BLOQUEADA_ACCESO	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO-ACCESIBLE	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L30
REL-987f01cb468fa0b51b2dffc6	N4	ENFIH	OE-64909cd43474fe401f3cf196	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	EXISTE-NO-SATISFACE	fd_xlsx completo (664 vars, 16 hojas) + 527 nombres del bd. Barrido riesgo/apuesta/loteria/azar/miedo: 0. De P8_55 solo consta su 1a opcion.	NO-APLICA: E2 y supervisión BARRIDO-2 verificadas	NO	NO-APLICA	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md
REL-99525527adc1ae5960ac2055	N27	MASS_MOBILIZATION_PROTEST_DATA	OE-5aa6b367a88c5019bde50c20	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9
REL-9ccac3c7a04b0040d317efb7	N27	GDELT	OE-f6d17977c51b480cd7befa6b	CANDIDATA	PENDIENTE_EVIDENCIA	Exploración/medición descriptiva según reserva; no parámetro definitivo.	NO_DETERMINADO	Escala/diseño/universo:	Revisión de equivalencia y codificación antes de parametrizar.	NO	NO_APLICA	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8
